time,energy,estimation,difference
0.0,0.0,0.0,0.0
0.0,3.5267557615e-07,0.0,1.0
0.0,3.5267557615e-07,3.5267557615025501e-07,0.0
0.0,3.5267557615e-07,3.5267557615025501e-07,0.0
0.0,3.5267557615e-07,3.5267557615025501e-07,0.0
0.0,3.5267557615e-07,3.5267557615025501e-07,0.0
0.457851,4.06916700959e-07,3.5267557615025501e-07,0.13329785845873254
0.457851,4.06916700959e-07,4.0691670095921022e-07,0.0
0.718656,4.37741506561e-07,4.0691670095921022e-07,0.070417826822360668
0.718656,4.37741506561e-07,4.3774150656119576e-07,0.0
0.718656,4.37741506561e-07,4.3774150656119576e-07,0.0
0.718656,4.37741506561e-07,4.3774150656119576e-07,0.0
0.718656,4.37741506561e-07,4.3774150656119576e-07,0.0
1.218686,4.96693756344e-07,4.3774150656119576e-07,0.1186893312628183
2.458365,6.42019638822e-07,4.9669375634409343e-07,0.22635737863861166
2.461813,6.42422200803e-07,6.4201963882245188e-07,0.00062663148875229417
2.467411,6.43075760901e-07,6.424222008025483e-07,0.0010163034249739778
4.218684,8.46362646755e-07,6.430757609008696e-07,0.24018886777853252
6.218686,1.07568375558e-06,8.4636264675499359e-07,0.21318636414924685
6.468686,1.10413770292e-06,1.0756837555819076e-06,0.025770288675214702
8.218684,1.30201130901e-06,1.1041377029234329e-06,0.15197533594136278
8.718686,1.35812986421e-06,1.302011309009624e-06,0.041320463291217753
9.218687,1.4140639426e-06,1.3581298642083518e-06,0.039555550992087442
9.218687,1.4140639426e-06,1.414063942595771e-06,0.0
9.218687,1.4140639426e-06,1.414063942595771e-06,0.0
10.218686,1.52538083743e-06,1.414063942595771e-06,0.072976460762351536
10.218686,1.52538083743e-06,1.5253808374258192e-06,0.0
10.218686,1.52538083743e-06,1.5253808374258192e-06,0.0
10.218686,1.52538083743e-06,1.5253808374258192e-06,0.0
10.218686,1.52538083743e-06,1.5253808374258192e-06,0.0
10.218686,1.52538083743e-06,1.5253808374258192e-06,0.0
10.218686,1.52538083743e-06,1.5253808374258192e-06,0.0
10.218686,1.52538083743e-06,1.5253808374258192e-06,0.0
10.218686,1.52538083743e-06,1.5253808374258192e-06,0.0
10.468686,1.55309570711e-06,1.5253808374258192e-06,0.01784492066811862
10.468686,1.55309570711e-06,1.5530957071091781e-06,0.0
10.468686,1.55309570711e-06,1.5530957071091781e-06,0.0
10.468686,1.55309570711e-06,1.5530957071091781e-06,0.0
10.468686,1.55309570711e-06,1.5530957071091781e-06,0.0
10.468686,1.55309570711e-06,1.5530957071091781e-06,0.0
10.468686,1.55309570711e-06,1.5530957071091781e-06,0.0
10.468686,1.55309570711e-06,1.5530957071091781e-06,0.0
10.468686,1.55309570711e-06,1.5530957071091781e-06,0.0
10.468686,1.55309570711e-06,1.5530957071091781e-06,0.0
10.468686,1.55309570711e-06,1.5530957071091781e-06,0.0
10.718684,1.5807647381e-06,1.5530957071091781e-06,0.017503572999049581
10.718684,1.5807647381e-06,1.5807647380967786e-06,0.0
10.718684,1.5807647381e-06,1.5807647380967786e-06,0.0
10.718684,1.5807647381e-06,1.5807647380967786e-06,0.0
10.718684,1.5807647381e-06,1.5807647380967786e-06,0.0
10.718684,1.5807647381e-06,1.5807647380967786e-06,0.0
10.718684,1.5807647381e-06,1.5807647380967786e-06,0.0
10.718684,1.5807647381e-06,1.5807647380967786e-06,0.0
10.968687,1.60838877193e-06,1.5807647380967786e-06,0.01717497306612898
10.968687,1.60838877193e-06,1.6083887719346199e-06,0.0
10.968687,1.60838877193e-06,1.6083887719346199e-06,0.0
11.218687,1.63596699175e-06,1.6083887719346199e-06,0.016857442692713585
11.218687,1.63596699175e-06,1.6359669917451346e-06,0.0
12.409309,1.76668592175e-06,1.6359669917451346e-06,0.073991040736143709
12.409309,1.76668592175e-06,1.7666859217492553e-06,0.0
12.409309,1.76668592175e-06,1.7666859217492553e-06,0.0
12.468684,1.77317789575e-06,1.7666859217492553e-06,0.0036612085071518171
12.468684,1.77317789575e-06,1.7731778957458536e-06,0.0
12.468684,1.77317789575e-06,1.7731778957458536e-06,0.0
12.468684,1.77317789575e-06,1.7731778957458536e-06,0.0
12.468684,1.77317789575e-06,1.7731778957458536e-06,0.0
12.468684,1.77317789575e-06,1.7731778957458536e-06,0.0
13.218684,1.85496317743e-06,1.7731778957458536e-06,0.044089975842911099
13.218684,1.85496317743e-06,1.8549631774281503e-06,0.0
13.968686,1.93634481294e-06,1.8549631774281503e-06,0.042028483238959649
14.327706,1.97515915392e-06,1.9363448129438055e-06,0.019651247293460988
14.454714,1.98886821009e-06,1.9751591539214593e-06,0.0068928932047801683
14.458742,1.98930279836e-06,1.9888682100920058e-06,0.00021846260135949787
14.462841,1.98974503507e-06,1.9893027983562264e-06,0.00022225798101274165
14.466629,1.99015370768e-06,1.9897450350704513e-06,0.00020534726109673393
14.506665,1.99447241121e-06,1.9901537076834856e-06,0.0021653363064113055
