estimator,kind,target,mean,std
noinfo,rx,230,2.0004530934778746,4.557731027806827
noinfo,tx,230,2.475987369668453,4.443976753107084
route,rx,230,2.0004530934778746,4.557731027806827
route,tx,230,2.475987369668453,4.443976753107084
