time,tx,rx
10.240759,0.18654500000000002,0.17818100000000001
20.240767,0.28717399999999998,0.24436100000000002
30.240769,0.38780199999999998,0.31493100000000002
40.24577,0.39055400000000001,0.32830300000000001
40.337081,0.39801639999999999,0.32883099999999998
42.451908,0.40547879999999997,0.32935899999999996
44.441729,0.41294119999999995,0.32988699999999993
46.306567,0.42040359999999993,0.3304149999999999
50.17143,0.42786599999999991,0.33094299999999988
50.240756,0.40471855459802408,0.34159112064897013
50.336562,0.41218095459802406,0.3421191206489701
52.27608,0.41964335459802404,0.34264712064897007
54.515917,0.42710575459802402,0.34317512064897004
56.755755,0.434568154598024,0.34370312064897002
58.620408,0.44203055459802398,0.34423112064896999
60.238062,0.41525000000000001,0.394173
60.410777,0.42271239999999999,0.39470099999999997
62.475325,0.43017479999999997,0.39522899999999994
64.465135,0.43763719999999995,0.39575699999999991
66.329944,0.44509959999999993,0.39628499999999989
68.944826,0.45256199999999991,0.39681299999999986
70.24578,0.42759399999999997,0.39681900000000003
70.434594,0.43505639999999995,0.39734700000000001
72.299486,0.44251879999999993,0.39787499999999998
74.914334,0.44998119999999991,0.39840299999999995
76.27896,0.45744359999999989,0.39893099999999992
78.393956,0.46490599999999987,0.3994589999999999
80.238064,0.43993900000000002,0.399148
80.810071,0.4474014,0.39967599999999998
82.748732,0.45486379999999998,0.40020399999999995
84.363421,0.46232619999999996,0.40073199999999992
86.85338,0.46978859999999995,0.40125999999999989
88.468093,0.47725099999999993,0.40178799999999987
90.238063,0.45228500000000005,0.40219199999999999
90.758306,0.45974740000000003,0.40271999999999997
92.322833,0.46720980000000001,0.40324799999999994
94.812749,0.47467219999999999,0.40377599999999991
96.677569,0.48213459999999997,0.40430399999999989
98.292316,0.48959699999999995,0.40483199999999986
100.245777,0.46604743941283366,0.41081276709302744
100.282334,0.47350983941283364,0.41134076709302742
102.27216,0.48097223941283362,0.41186876709302739
104.63698,0.4884346394128336,0.41239676709302736
106.75183,0.49589703941283358,0.41292476709302733
108.73139,0.50335943941283356,0.41345276709302731
110.245795,0.47957,0.446829778224
110.346221,0.48703239999999998,0.44735777822399997
112.461186,0.49449479999999996,0.44788577822399994
114.701006,0.50195719999999999,0.44841377822399991
116.315737,0.50941959999999997,0.44894177822399989
118.680712,0.51688199999999995,0.44946977822399986
120.245793,0.49191800000000002,0.46107200000000004
120.670604,0.4993804,0.46160000000000001
122.285356,0.50684280000000004,0.46212799999999998
124.275225,0.51430520000000002,0.46265599999999996
126.515078,0.5217676,0.46318399999999993
128.7549,0.52922999999999998,0.4637119999999999
130.245799,0.50426300000000002,0.46482200000000001
130.369685,0.5117254,0.46534999999999999
132.984575,0.51918779999999998,0.46587799999999996
134.849423,0.52665019999999996,0.46640599999999993
136.339138,0.53411259999999994,0.4669339999999999
138.329088,0.54157499999999992,0.46746199999999988
140.245792,0.51660699999999993,0.47532700000000006
140.443953,0.52406939999999991,0.47585500000000003
142.308764,0.53153179999999989,0.476383
144.298651,0.53899419999999987,0.47691099999999997
146.413499,0.54645659999999985,0.47743899999999995
148.278307,0.55391899999999983,0.47796699999999992
150.245792,0.52895400000000004,0.48012899999999997
150.393172,0.53641640000000002,0.48065699999999995
152.508356,0.5438788,0.48118499999999992
154.49783,0.55134119999999998,0.48171299999999989
156.362656,0.55880359999999996,0.48224099999999986
158.352506,0.56626599999999994,0.48276899999999984
160.24578,0.54129899999999997,0.48269200000000001
160.46736,0.54876139999999995,0.48321999999999998
162.332171,0.55622379999999993,0.48374799999999996
164.322008,0.56368619999999992,0.48427599999999993
166.436863,0.5711485999999999,0.4848039999999999
168.426684,0.57861099999999988,0.48533199999999987
170.238062,0.55540178430952603,0.48769927724529366
170.341852,0.56286418430952601,0.48822727724529363
172.281421,0.57032658430952599,0.48875527724529361
174.271258,0.57778898430952597,0.48928327724529358
176.386094,0.58525138430952595,0.48981127724529355
178.375903,0.59271378430952593,0.49033927724529353
180.240758,0.56599500000000003,0.492616
180.541983,0.57345740000000001,0.49314399999999997
182.355608,0.58091979999999999,0.49367199999999994
184.345415,0.58838219999999997,0.49419999999999992
186.460237,0.59584459999999995,0.49472799999999989
188.450123,0.60330699999999993,0.49525599999999986
190.245793,0.57845747248075674,0.49773800000000001
190.314986,0.58591987248075672,0.49826599999999999
192.429797,0.5933822724807567,0.49879399999999996
198.294661,0.60084467248075668,0.49932199999999993
198.344097,0.60830707248075666,0.49984999999999991
198.391031,0.61576947248075664,0.50037799999999988
