message,departure_time,arrival_time
         1,53.345711,53.615656
         2,55.345721,55.649862
         3,57.345738,57.591842
         4,59.345735,59.953718
         5,61.367431,61.548203
         6,63.345716,63.507589
         7,65.351375,65.497397
         8,67.345802,67.527259
         9,69.345722,70.669095
        10,71.345758,71.476499
        11,73.345738,73.629354
        12,75.398412,75.500551
        13,77.345733,77.605208
        14,79.384286,79.814579
        15,81.345733,81.419211
        16,83.345752,83.710105
        17,85.345737,85.753585
        18,87.345735,87.571505
        19,89.346681,89.800699
        20,91.34583,91.769726
        21,93.345728,93.516819
        22,95.34573,95.478086
        23,97.345758,97.687695
        24,99.345738,99.745459
        25,101.345756,101.511893
        26,103.345741,103.501705
        27,105.345752,105.491531
        28,107.345733,107.48137
        29,109.345754,110.511259
        30,111.345729,111.565732
        31,113.345731,113.430985
        32,115.351459,115.941389
        33,117.347235,117.755634
        34,119.345737,119.994777
        35,121.345749,121.801946
        36,123.345761,123.423931
        37,125.345734,125.643475
        38,127.345748,127.498094
        39,129.345759,130.538168
        40,131.345741,131.477808
        41,133.345742,133.467613
        42,135.345749,135.659632
        43,137.345733,137.592022
        44,139.345748,139.501226
        45,141.345752,142.085539
        46,143.345739,143.912673
        47,145.353964,145.659724
        48,147.361616,147.619107
        49,149.345756,149.888797
        50,151.345753,151.579425
        51,153.345738,153.527639
        52,155.35348,155.611955
        53,157.34576,157.679821
        54,159.345745,159.676013
        55,161.345729,161.540866
        56,163.345748,163.53069
        57,165.345734,165.520557
        58,167.346177,167.712541
        59,169.345748,169.615318
        60,171.373338,171.554109
        61,173.34574,173.523654
        62,175.346945,175.851737
        63,177.345745,177.472821
        64,179.345743,179.664831
        65,181.345746,182.067674
        66,183.345814,183.593686
        67,185.34574,185.584411
        68,187.345757,187.445389
        69,189.345737,189.475289
        70,191.345753,191.762405
        71,193.345735,193.560555
        72,195.345745,195.499283
        73,197.345755,197.702345
        74,199.382579,199.688336
