message,departure_time,arrival_time
         1,42.240068,43.009869
         2,44.240066,44.454969
         3,46.240074,46.424506
         4,48.240067,48.383832
         5,50.240065,50.778406
         6,52.240083,52.973166
         7,54.240093,54.588331
         8,56.240092,56.722018
         9,58.240063,59.385027
        10,60.240087,60.549626
        11,62.240098,63.394486
        12,64.240108,65.948997
        13,66.240102,66.928671
        14,68.240094,69.023192
        15,70.240104,71.742716
        16,72.240105,72.647195
        17,74.240086,84.052188
        18,76.24009,
        19,78.240095,
        20,80.240092,
        21,82.240099,
        22,84.240105,84.840694
        23,86.240103,86.779441
        24,88.240101,89.14407
        25,90.240107,90.718505
        26,92.240084,92.613178
        27,94.240105,
        28,96.240098,
        29,98.240108,104.37781
        30,100.240098,
        31,102.320262,106.718307
        32,104.240099,107.725526
        33,106.240083,108.414591
        34,108.240094,108.559901
        35,110.240088,110.562159
        36,112.240106,112.606811
        37,114.240115,114.542983
        38,116.240115,117.559104
        39,118.240109,118.913719
        40,120.240091,120.643416
        41,122.240114,
        42,124.240092,125.977822
        43,126.240097,126.947249
        44,128.240104,128.900278
        45,130.24011,
        46,132.240083,
        47,134.240101,
        48,136.240097,142.094286
        49,138.2401,142.133663
        50,140.240107,
        51,142.240096,155.393095
        52,144.2401,156.05014
        53,146.240088,
        54,148.240091,158.952064
        55,150.240083,
        56,152.240083,
        57,154.240084,
        58,156.240088,159.219557
        59,158.240086,
        60,160.240089,161.399623
        61,162.240096,163.162884
        62,164.351726,166.459662
        63,166.240114,169.267265
        64,168.24011,170.362145
        65,170.240103,170.995379
        66,172.24009,174.498089
        67,174.240089,178.062433
        68,176.240097,176.496185
        69,178.240115,178.478064
        70,180.240103,180.454904
        71,182.240097,182.604174
        72,184.272589,185.143754
        73,186.240083,186.923299
        74,188.2401,190.00796
        75,190.240107,191.062497
        76,192.240094,192.44671
        77,194.24009,194.864384
        78,196.240087,
        79,198.240112,
