message,departure_time,arrival_time
         1,26.702582,36.012645
         2,28.702592,36.107743
         3,30.702572,36.577191
         4,32.702593,
         5,34.702588,
         6,36.702584,39.79681
         7,38.702582,39.938407
         8,40.702567,41.280805
         9,42.702564,43.235757
        10,44.702599,45.695225
        11,46.702589,
        12,48.702609,49.374038
        13,50.702586,
        14,52.702608,
        15,54.702598,
        16,56.702588,61.490834
        17,58.702584,61.570168
        18,60.705424,63.344617
        19,62.702591,63.442055
        20,64.702588,
        21,66.702607,67.293717
        22,68.702605,70.427954
        23,70.702609,72.107741
        24,72.702585,83.587516
        25,74.702599,84.100666
        26,76.702586,
        27,78.702587,
        28,80.702586,
        29,82.7026,
        30,84.702589,
        31,86.702601,
        32,88.702605,
        33,90.702594,95.797897
        34,92.702596,
        35,94.738349,96.412748
        36,96.702609,97.152574
        37,98.702595,99.50925
        38,100.702603,101.378128
        39,102.70259,104.425381
        40,104.702599,105.972649
        41,106.702609,107.181942
        42,108.702594,110.170898
        43,110.702601,111.252439
        44,112.702584,113.471976
        45,114.702599,115.829686
        46,116.702598,
        47,118.702592,
        48,120.702594,
        49,122.702603,128.29209
        50,124.702605,128.781944
        51,126.702588,
        52,128.702616,
        53,130.702592,
        54,132.702607,138.836767
        55,134.702594,139.263686
        56,136.702609,139.303532
        57,138.702597,139.788619
        58,140.70259,141.773028
        59,142.702584,143.257306
        60,144.702588,145.362005
        61,146.702586,147.341645
        62,148.702593,149.571317
        63,150.702604,151.301013
        64,152.702602,153.681955
        65,154.702604,158.905074
        66,156.702589,159.317214
        67,158.702609,160.225526
        68,160.70261,
        69,162.702609,
        70,164.702604,
        71,166.702609,
        72,168.702597,
        73,170.702587,175.192848
        74,172.702614,175.239422
        75,174.702592,178.012585
        76,176.702584,178.933748
        77,178.702613,179.463133
        78,180.702607,
        79,182.702601,
        80,184.70259,
        81,186.702615,191.792429
        82,188.702596,192.157271
        83,190.702606,192.255567
        84,192.702599,193.136949
        85,194.70261,195.336188
        86,196.702599,197.805772
        87,198.702595,199.160417
