message,departure_time,arrival_time
         1,32.292522,33.437196
         2,34.29252,35.051985
         3,36.292541,37.15664
         4,38.292518,39.417469
         5,40.292526,41.241039
         6,42.292532,42.60587
         7,44.292525,45.31525
         8,46.292539,46.855246
         9,48.29253,48.919945
        10,50.29254,51.274622
        11,52.292554,53.099198
        12,54.292536,55.128823
        13,56.292542,56.682605
        14,58.292536,59.182261
        15,60.292549,
        16,62.292555,
        17,64.292566,
        18,66.29362,69.891917
        19,68.292568,69.992748
        20,70.29254,71.121603
        21,72.292545,73.216186
        22,74.292561,
        23,76.292552,77.273272
        24,78.292566,79.482605
        25,80.292547,81.212261
        26,82.292545,82.73195
        27,84.292541,85.570525
        28,86.292541,87.576611
        29,88.292555,88.684381
        30,90.29255,91.156383
        31,92.292543,93.18819
        32,94.292538,95.157573
        33,96.292537,96.677337
        34,98.292561,99.211528
        35,100.292553,
        36,102.292547,106.232443
        37,104.292563,106.678825
        38,106.292565,107.244067
        39,108.292547,
        40,110.292543,111.808094
        41,112.292542,113.561662
        42,114.292565,115.483953
        43,116.292557,117.230906
        44,118.292538,118.625627
        45,120.292543,121.527913
        46,122.292553,
        47,124.29255,
        48,126.292558,
        49,128.292551,133.689379
        50,130.292544,133.736637
        51,132.328222,134.149419
        52,134.292543,
        53,136.292557,138.108684
        54,138.292545,139.223938
        55,140.292546,141.313168
        56,142.292553,143.296907
        57,144.292544,145.240059
        58,146.292553,146.645809
        59,148.292566,151.804106
        60,150.296678,
        61,152.292558,
        62,154.29255,
        63,156.292562,161.077464
        64,158.29256,161.156779
        65,160.296678,162.315454
        66,162.292548,
        67,164.292544,165.250112
        68,166.292556,167.871704
        69,168.292544,168.662608
        70,170.29254,171.035138
        71,172.292558,173.175559
        72,174.292567,
        73,176.292561,
        74,178.292552,
        75,180.292562,184.117639
        76,182.292551,184.607536
        77,184.292556,185.347361
        78,186.292553,186.627214
        79,188.292564,189.536389
        80,190.29256,191.10223
        81,192.292568,193.228679
        82,194.292565,194.662408
        83,196.292561,197.092912
        84,198.292535,199.252258
