message,departure_time,arrival_time
         1,17.892783,18.705456
         2,19.892785,20.593962
         3,21.89277,
         4,23.91939,26.789892
         5,25.892768,26.969734
         6,27.89278,
         7,29.892788,
         8,31.892789,
         9,34.050245,37.99936
        10,35.900253,38.294792
        11,37.892787,
        12,39.892782,48.633507
        13,41.892794,49.123336
        14,43.892795,
        15,45.892794,
        16,47.892813,50.102989
        17,49.892803,52.022371
        18,51.89279,
        19,53.892792,
        20,55.900486,
        21,57.89279,
        22,59.892795,64.164667
        23,61.949875,64.257946
        24,63.967372,
        25,65.892799,73.123091
        26,67.903414,73.635483
        27,69.919533,73.680933
        28,72.002362,73.852647
        29,73.892794,74.331809
        30,75.92962,76.805147
        31,77.892801,78.678202
        32,79.892814,80.247436
        33,81.892803,82.0919
        34,83.8928,84.515657
        35,85.892809,86.280033
        36,87.892794,88.35927
        37,89.892799,90.512943
        38,91.892808,93.101258
        39,93.89279,94.895557
        40,95.892806,96.115063
        41,97.892805,98.324413
        42,99.892804,100.507508
        43,101.892782,102.744622
        44,103.892803,104.104377
        45,105.896929,
        46,107.892813,
        47,109.892811,
        48,111.892787,
        49,113.892785,115.184727
        50,115.892794,119.658167
        51,117.89281,120.845806
        52,119.929287,121.002157
        53,121.892801,122.593234
        54,123.892805,125.078397
        55,125.892802,
        56,127.892804,
        57,129.892802,
        58,131.898408,137.567254
        59,133.919554,138.55716
        60,135.892803,138.755173
        61,137.892804,
        62,139.892809,
        63,141.892808,
        64,143.919489,
        65,145.919511,152.428409
        66,147.919467,154.668261
        67,149.892808,154.821139
        68,151.892813,155.353442
        69,153.8928,
        70,155.892784,
        71,157.892873,158.71192
        72,159.892795,
        73,,162.645351
        74,163.892812,164.103369
        75,165.892792,166.365892
        76,167.892796,168.287767
        77,169.892794,170.254797
        78,171.892795,172.514725
        79,173.892799,174.233852
        80,175.8928,176.988097
        81,177.89281,178.268098
        82,179.892792,180.254297
        83,181.892813,182.391351
        84,183.892794,185.422701
        85,185.909699,186.41254
        86,187.892802,188.270798
        87,189.892803,190.739585
        88,191.89279,193.85584
        89,193.892807,194.785388
        90,195.892789,196.25493
        91,197.892811,198.214302
        92,199.892791,
