message,departure_time,arrival_time
         1,8.123415,8.195006
         2,10.124855,10.299644
         3,12.123407,12.644864
         4,14.123421,14.549505
         5,16.225174,16.371631
         6,18.123391,18.458714
         7,20.123397,20.30321
         8,22.123403,22.272782
         9,24.123403,24.377398
        10,26.123428,26.596977
        11,28.123419,36.059307
        12,30.12342,36.201732
        13,32.123421,
        14,34.123411,
        15,36.313278,36.626779
        16,38.123426,38.556354
        17,40.123418,40.285964
        18,42.123409,42.255526
        19,44.123435,44.21486
        20,46.123423,46.309404
        21,48.12342,48.268724
        22,50.123428,50.238267
        23,52.123419,52.233061
        24,54.123417,54.212676
        25,56.123438,56.31743
        26,58.123427,58.280007
        27,60.123418,60.500251
        28,62.123423,
        29,64.12343,64.538481
        30,66.154377,66.33778
        31,68.12343,68.283048
        32,70.123412,70.377577
        33,72.214522,72.597056
        34,74.123421,84.004908
        35,76.123425,84.194651
        36,78.123429,
        37,80.123427,
        38,82.123411,
        39,84.203234,84.475845
        40,86.123415,86.319415
        41,88.123436,88.279907
        42,90.125238,90.353341
        43,92.123408,
        44,94.123416,94.320422
        45,96.123425,96.463233
        46,98.123414,98.268811
        47,100.138718,100.583532
        48,102.12342,104.232247
        49,104.123427,104.520211
        50,106.12627,
        51,108.123437,108.512607
        52,110.206225,110.512011
        53,112.123436,112.241742
        54,114.123432,114.463928
        55,116.123423,116.318925
        56,118.123425,118.298654
        57,120.123409,120.278307
        58,122.12342,123.133026
        59,124.123436,124.880666
        60,126.123439,126.217255
        61,128.123426,128.860935
        62,130.123431,130.261039
        63,132.123422,132.24076
        64,134.123413,134.22039
        65,136.123417,136.760386
        66,138.123435,138.314951
        67,140.123422,140.777879
        68,142.166194,142.266496
        69,144.123409,144.371538
        70,146.12341,146.22622
        71,148.123431,148.803159
        72,150.123422,150.310563
        73,152.123421,152.290283
        74,154.123435,154.2699
        75,156.123433,158.114546
        76,158.228453,159.363865
        77,160.12343,
        78,162.123434,162.42163
        79,164.123412,164.645803
        80,166.123434,166.498986
        81,168.123417,168.498765
        82,170.125043,170.450872
        83,172.123409,172.208116
        84,174.123412,174.447983
        85,176.198197,176.45681
        86,178.123413,178.376798
        87,180.123419,180.214768
        88,182.123414,182.309262
        89,184.123426,184.403627
        90,186.123414,186.873191
        91,188.172526,188.352806
        92,190.123409,190.572388
        93,192.263862,192.396498
        94,194.123435,194.230903
        95,196.12341,196.315272
        96,198.123429,198.294908
