message,departure_time,arrival_time
         1,41.969599,42.326789
         2,43.969611,44.546332
         3,45.969619,46.894962
         4,47.969611,48.546314
         5,49.969625,50.465096
         6,51.969617,53.059658
         7,53.969623,55.039313
         8,55.969611,56.529216
         9,57.969629,58.539233
        10,60.097295,61.451116
        11,61.969625,62.652396
        12,63.969621,64.746951
        13,65.969633,67.484765
        14,67.969627,68.88497
        15,69.969649,70.325242
        16,71.969637,72.847304
        17,73.969648,74.44598
        18,75.969642,76.549067
        19,77.969639,78.456254
        20,79.969633,80.850636
        21,81.969644,82.830339
        22,83.969627,85.010702
        23,85.969635,86.969998
        24,87.969646,90.054415
        25,89.96964,
        26,91.969634,
        27,93.96965,
        28,95.974034,102.253584
        29,98.023305,
        30,100.023329,104.608338
        31,101.969623,105.024719
        32,103.96965,105.318695
        33,105.969629,108.850701
        34,107.96962,108.946182
        35,109.969632,111.371187
        36,111.969625,112.934759
        37,113.969623,114.582608
        38,115.974037,116.748789
        39,117.969621,
        40,119.96964,120.543478
        41,121.969625,123.891729
        42,123.96964,124.584832
        43,125.969629,126.986928
        44,127.969644,
        45,130.023338,
        46,131.969637,135.555178
        47,133.969627,
        48,135.969627,140.327404
        49,137.969629,140.377573
        50,139.969628,141.435788
        51,141.969629,142.951494
        52,143.969626,
        53,145.96963,146.526604
        54,147.969619,148.320283
        55,149.969647,
        56,151.969647,
        57,153.969638,
        58,156.041297,161.117191
        59,157.969622,
        60,159.969618,161.531741
        61,161.969644,162.556389
        62,163.969632,164.949114
        63,165.969625,166.873369
        64,167.969626,168.836212
        65,169.969647,170.322469
        66,171.969625,172.831728
        67,173.969634,174.885865
        68,175.969632,176.379893
        69,177.969637,178.517978
        70,179.969636,180.627434
        71,181.969632,
        72,183.969632,
        73,186.023329,
        74,187.969627,194.049922
        75,190.023329,194.146448
        76,191.969628,194.538272
        77,193.969644,195.643027
        78,195.974035,197.389333
        79,197.969637,198.645894
        80,199.969626,
