message,departure_time,arrival_time
         1,28.961571,29.133897
         2,30.961584,31.11358
         3,32.961572,33.208055
         4,34.961589,35.091364
         5,36.961562,37.650794
         6,38.961591,39.633696
         7,40.969035,41.123582
         8,42.961574,43.113398
         9,44.96158,45.103235
        10,46.961596,
        11,48.961614,49.5827
        12,50.962558,52.386782
        13,52.961584,53.292666
        14,54.961586,55.221155
        15,56.961587,57.065637
        16,58.961583,59.34543
        17,60.961585,62.855391
        18,62.961607,63.129633
        19,64.961588,66.887804
        20,66.961607,67.665008
        21,68.961606,69.155967
        22,70.961599,71.160983
        23,72.961582,73.538678
        24,74.961608,75.075026
        25,76.961607,77.553095
        26,78.961592,79.193087
        27,80.961602,81.251659
        28,82.96159,83.071152
        29,84.961597,85.050116
        30,86.961607,87.260187
        31,88.961586,89.104699
        32,90.96159,91.077503
        33,92.961584,93.227567
        34,94.961613,95.259899
        35,96.961593,97.094299
        36,98.961594,99.063821
        37,100.961593,101.493886
        38,102.961613,103.124341
        39,104.961592,105.358022
        40,106.961601,107.056567
        41,108.961606,109.035914
        42,110.961608,111.120235
        43,112.961608,113.214828
        44,114.981024,115.234407
        45,116.961613,117.424168
        46,118.961597,120.028825
        47,121.058838,121.373312
        48,122.961603,123.251798
        49,124.961589,125.196811
        50,126.961605,127.066019
        51,128.961584,129.148096
        52,130.961601,131.127823
        53,132.961592,133.482386
        54,134.96159,135.33712
        55,136.961597,138.675816
        56,138.961607,139.086325
        57,140.961599,141.269367
        58,142.961589,143.375943
        59,144.96159,145.093606
        60,146.961605,147.073303
        61,148.961591,152.620932
        62,150.96161,154.781324
        63,152.961585,154.864687
        64,154.961583,
        65,156.961609,157.116907
        66,158.961607,159.110341
        67,160.969089,161.196417
        68,162.961611,163.12323
        69,164.961608,165.210414
        70,166.961605,167.055139
        71,168.961604,169.149734
        72,170.961593,171.114101
        73,172.961592,173.078516
        74,174.961599,176.093385
        75,177.076912,177.453692
        76,178.961592,179.423199
        77,180.961603,181.1082
        78,182.961586,183.067491
        79,184.961584,185.520676
        80,186.965187,187.250211
        81,188.961614,189.111229
        82,190.969086,191.14157
        83,192.961608,193.950881
        84,194.961602,195.149819
        85,196.961597,197.132291
        86,198.961587,199.092793
