message,departure_time,arrival_time
         1,22.227425,22.440825
         2,24.227441,24.67053
         3,26.22744,26.525217
         4,28.227446,28.633138
         5,30.227436,30.602606
         6,32.227434,32.447111
         7,34.227433,35.633094
         8,36.31453,36.666672
         9,38.22744,38.64636
        10,40.227451,
        11,42.264352,44.136497
        12,44.227459,44.585655
        13,46.227455,46.804939
        14,48.227451,48.969893
        15,50.227462,50.659615
        16,52.22746,53.01433
        17,54.227455,54.48379
        18,56.227458,56.622742
        19,58.227465,58.442228
        20,60.227464,61.651626
        21,62.227454,62.533328
        22,64.227445,64.498924
        23,66.227449,66.577268
        24,68.227466,
        25,70.227449,70.756697
        26,72.227446,72.72622
        27,74.227447,74.485379
        28,76.22747,76.658266
        29,78.227456,78.992605
        30,80.234777,80.722295
        31,82.227446,82.681666
        32,84.227463,
        33,86.227446,88.020676
        34,88.22747,88.634136
        35,90.227465,91.116845
        36,92.227448,92.486173
        37,94.227456,94.667608
        38,96.227465,96.627057
        39,98.227453,98.596524
        40,100.227452,100.741744
        41,102.227465,102.893612
        42,104.227469,104.647776
        43,106.227476,106.757946
        44,108.227452,108.723541
        45,110.234777,110.443101
        46,112.227453,112.547758
        47,114.321581,115.436483
        48,116.227477,116.615936
        49,118.227462,118.575314
        50,120.234777,120.683073
        51,122.227445,124.544927
        52,124.227459,125.03856
        53,126.227477,126.730443
        54,128.227464,128.450003
        55,130.227447,130.669511
        56,132.227448,133.639072
        57,134.227452,135.118708
        58,136.227449,136.848415
        59,138.227455,138.596599
        60,140.227453,141.396118
        61,142.227456,142.667943
        62,144.227454,144.624835
        63,146.227446,146.594615
        64,148.227468,148.439099
        65,150.227457,152.140243
        66,152.227457,153.543818
        67,154.227474,155.663759
        68,156.227449,156.894967
        69,158.227455,158.617994
        70,160.22747,160.603755
        71,162.227461,162.685053
        72,164.227459,165.170977
        73,166.227466,166.538641
        74,168.227468,168.611431
        75,170.227452,170.955935
        76,172.22747,172.435555
        77,174.227457,174.537411
        78,176.227457,176.634804
        79,178.22745,178.604332
        80,180.227455,
        81,182.227477,182.658187
        82,184.227458,184.658464
        83,186.227448,186.576908
        84,188.227464,188.671449
        85,190.22745,191.016016
        86,192.227465,192.488712
        87,194.227445,194.583295
        88,196.22745,197.046781
        89,198.227463,198.527019
