message,departure_time,arrival_time
         1,53.061926,53.744032
         2,55.061947,55.655273
         3,57.103776,57.928056
         4,59.061916,60.661937
         5,61.061922,61.796154
         6,63.061924,63.528567
         7,65.061916,65.708549
         8,67.061931,
         9,69.061918,
        10,71.061953,
        11,73.061949,78.627949
        12,75.061936,78.717781
        13,77.061966,78.7573
        14,79.061961,79.630526
        15,81.061961,81.566916
        16,83.061937,83.546642
        17,85.06195,87.655491
        18,87.061944,88.069273
        19,89.06194,90.393156
        20,91.061951,91.521628
        21,93.061968,93.602783
        22,95.061961,95.637288
        23,97.061952,97.568414
        24,99.061945,99.63826
        25,101.061947,102.828168
        26,103.061943,
        27,105.061936,
        28,107.061948,
        29,109.061937,114.027539
        30,111.061959,114.077706
        31,113.061949,115.386474
        32,115.061951,116.001255
        33,117.061953,117.598857
        34,119.061937,119.922879
        35,121.061938,121.62539
        36,123.061944,124.999199
        37,125.061959,125.601359
        38,127.06196,127.510144
        39,129.061936,129.47965
        40,131.061944,131.824171
        41,133.061941,134.053967
        42,135.061967,135.515321
        43,137.06195,138.06144
        44,139.061943,
        45,141.061938,
        46,143.062028,
        47,145.061949,151.949332
        48,147.061962,151.996632
        49,149.061954,152.044886
        50,151.061942,
        51,153.061939,153.642201
        52,155.061961,156.089601
        53,157.061962,157.56525
        54,159.061936,
        55,161.061948,161.80716
        56,163.061945,165.1238
        57,165.061965,165.766987
        58,167.061966,168.017886
        59,169.061952,
        60,171.061951,
        61,173.061952,
        62,175.061944,180.026911
        63,177.061966,180.587497
        64,179.061953,180.666952
        65,181.061945,181.668381
        66,183.06194,183.752791
        67,185.061966,185.791415
        68,187.061943,187.316847
        69,189.061963,190.201077
        70,191.061944,191.748963
        71,193.061955,193.677559
        72,195.061937,195.927917
        73,197.061966,197.647359
        74,199.061964,
