message,departure_time,arrival_time
         1,10.782833,11.165106
         2,12.778697,13.50961
         3,14.778707,16.114366
         4,16.778691,19.074113
         5,18.778692,19.314001
         6,20.782828,21.533523
         7,22.778691,23.263197
         8,24.778706,25.48262
         9,26.778719,35.962457
        10,28.77872,36.155074
        11,30.782117,
        12,32.778735,
        13,34.778735,
        14,36.831833,37.909996
        15,38.778724,39.978061
        16,40.778732,41.766231
        17,42.778718,43.975586
        18,44.77872,45.745355
        19,46.778718,47.904494
        20,48.778739,
        21,50.782848,
        22,52.778788,
        23,54.778732,58.895398
        24,56.778728,58.945525
        25,58.778734,
        26,60.77872,62.573221
        27,62.778713,64.459484
        28,64.778712,66.095212
        29,66.778732,67.344795
        30,68.778725,69.263261
        31,70.778717,72.206192
        32,72.778733,83.956053
        33,74.778715,84.14793
        34,76.778727,
        35,78.778714,
        36,80.778725,
        37,82.778711,
        38,84.778721,
        39,86.778715,
        40,88.778712,
        41,90.778714,
        42,92.77871,101.454272
        43,94.778722,104.282631
        44,96.778741,104.3308
        45,98.778729,
        46,100.77873,106.117994
        47,102.778735,107.674784
        48,104.778724,
        49,106.778731,108.465935
        50,108.778742,109.657671
        51,110.778737,
        52,112.77873,
        53,114.824006,
        54,116.778741,123.212197
        55,118.778719,123.5802
        56,120.797362,123.659278
        57,122.778723,124.624557
        58,124.778719,126.067907
        59,126.77871,127.92726
        60,128.778739,
        61,130.824195,
        62,132.778801,
        63,134.778718,142.173512
        64,136.77873,
        65,138.778716,
        66,140.778735,155.313886
        67,142.778732,156.000254
        68,144.778719,
        69,146.77872,
        70,148.778714,
        71,150.778738,159.269944
        72,152.778729,
        73,154.778726,158.164947
        74,156.778724,159.411444
        75,158.778722,160.564298
        76,160.778724,
        77,162.778718,
        78,164.778723,
        79,166.778721,
        80,168.778713,176.133341
        81,170.778712,176.172991
        82,172.778715,
        83,174.778736,
        84,176.778723,177.272721
        85,178.77871,179.90107
        86,180.778729,181.820081
        87,182.778739,183.289349
        88,184.778715,185.194172
        89,186.778728,188.163718
        90,188.778721,190.622811
        91,190.778735,191.427603
        92,192.778735,193.376778
        93,194.778716,195.82602
        94,196.778736,
        95,198.778713,
