message,departure_time,arrival_time
         1,21.346463,21.949826
         2,23.346487,23.70296
         3,25.346456,25.932635
         4,27.34646,28.037446
         5,29.349119,
         6,31.346546,
         7,33.346472,
         8,35.346468,38.255214
         9,37.346463,38.334666
        10,39.346491,39.898579
        11,41.346497,42.212019
        12,43.3465,43.931526
        13,45.346489,46.026077
        14,47.346497,48.005702
        15,49.346501,49.975267
        16,51.346505,
        17,53.346508,
        18,55.346564,
        19,57.346486,63.910527
        20,59.346479,63.960911
        21,61.346483,64.667666
        22,63.346484,64.707323
        23,65.34649,66.799245
        24,67.346479,68.028567
        25,69.465951,72.895596
        26,71.346488,73.962716
        27,73.346499,74.057261
        28,75.346476,75.932261
        29,77.346505,77.966363
        30,79.346482,79.861115
        31,81.346482,81.84077
        32,83.346506,84.594973
        33,85.346477,86.240279
        34,87.346479,88.108864
        35,89.346494,90.222916
        36,91.34649,
        37,93.346485,
        38,95.346489,
        39,97.346506,101.965073
        40,99.346507,
        41,101.398869,105.218862
        42,103.346488,106.834504
        43,105.346482,108.800597
        44,107.346483,
        45,109.346477,111.500449
        46,111.346483,112.072328
        47,113.346483,114.175755
        48,115.346499,115.959039
        49,117.346485,117.738891
        50,119.346498,123.991266
        51,121.34649,124.08472
        52,123.346506,124.178964
        53,125.346481,
        54,127.346486,
        55,129.346567,
        56,131.346505,136.185233
        57,133.34648,137.406362
        58,135.346498,137.453613
        59,137.346492,137.783686
        60,139.346482,140.424839
        61,141.346482,142.050734
        62,143.346494,144.0666
        63,145.346503,145.788045
        64,147.346483,148.130626
        65,149.346496,
        66,151.346484,
        67,153.346478,
        68,155.346489,163.536044
        69,157.346483,163.58615
        70,159.346492,164.201006
        71,161.346486,166.633518
        72,163.346486,166.683687
        73,165.346491,166.779133
        74,167.34649,168.738198
        75,169.346487,170.207601
        76,171.346508,172.041949
        77,173.346508,174.846193
        78,175.346484,175.811815
        79,177.346508,177.849237
        80,179.346497,180.070741
        81,181.346486,181.953755
        82,183.346485,184.811461
        83,185.350894,
        84,187.346503,
        85,189.346485,
        86,191.346479,198.487582
        87,193.346476,198.566639
        88,195.346485,198.977333
        89,197.346482,199.342297
        90,199.346484,
