message,departure_time,arrival_time
         1,63.102357,63.489066
         2,65.138645,66.134591
         3,67.102346,
         4,69.102357,71.792844
         5,71.102368,72.157713
         6,73.102367,83.666498
         7,75.102349,
         8,77.102351,
         9,79.102361,
        10,81.109695,
        11,83.102395,
        12,85.102379,85.353995
        13,87.102388,87.394306
        14,89.102375,90.143811
        15,91.109696,91.333395
        16,93.102363,93.455181
        17,95.102389,
        18,97.102391,97.528983
        19,99.102393,99.559104
        20,101.140172,101.533328
        21,103.102363,104.473305
        22,105.102392,106.022515
        23,107.102383,107.772776
        24,109.10237,110.210239
        25,111.102381,111.331529
        26,113.102367,113.521846
        27,115.102368,
        28,117.102388,
        29,119.102376,
        30,121.102369,126.107288
        31,123.102372,126.582438
        32,125.10238,126.632609
        33,127.102391,127.312196
        34,129.102385,129.271492
        35,131.123205,
        36,133.102366,133.887397
        37,135.102368,136.710595
        38,137.10239,137.606704
        39,139.10239,139.867473
        40,141.102385,142.011041
        41,143.102373,143.336328
        42,145.102378,145.411819
        43,147.102364,148.724062
        44,149.102384,149.62126
        45,151.102385,151.351456
        46,153.102371,153.765179
        47,155.102381,158.854661
        48,157.147109,
        49,159.102364,161.360255
        50,161.102372,
        51,163.10237,163.776566
        52,165.102375,
        53,167.102394,169.306607
        54,169.102381,170.405467
        55,171.102369,
        56,173.10799,175.677896
        57,175.106358,
        58,177.102391,179.383758
        59,179.10238,179.948061
        60,181.10238,181.869938
        61,183.102365,183.340076
        62,185.102396,185.633617
        63,187.102367,188.113296
        64,189.102384,189.957819
        65,191.106458,192.207998
        66,193.102385,193.756518
        67,195.102379,195.386055
        68,197.102383,197.856467
        69,199.102393,
