message,departure_time,arrival_time
         1,15.665552,16.154076
         2,17.661142,
         3,19.661115,
         4,21.661115,
         5,23.661121,26.890638
         6,25.765357,27.279797
         7,27.661121,28.144622
         8,29.661122,30.124338
         9,31.661142,32.103994
        10,33.702556,34.498091
        11,35.661138,37.560908
        12,37.661158,
        13,39.661158,
        14,41.661141,
        15,43.666759,
        16,45.708454,49.63021
        17,47.66114,50.052976
        18,49.661148,51.314379
        19,51.66116,52.622811
        20,53.661135,54.106876
        21,55.661133,56.451352
        22,57.661161,59.295949
        23,59.661146,62.400532
        24,61.661143,
        25,63.661147,66.377473
        26,65.661136,68.444336
        27,67.661159,68.533923
        28,69.661144,70.538817
        29,71.661132,72.383341
        30,73.661161,76.902739
        31,75.665551,77.594973
        32,77.661145,78.159931
        33,79.661164,
        34,81.661132,
        35,83.708312,
        36,85.661148,88.240476
        37,87.714395,88.319789
        38,89.661132,90.463888
        39,91.661137,92.573616
        40,93.66116,94.280828
        41,95.665548,
        42,97.661154,
        43,99.661149,
        44,101.708454,105.462539
        45,103.661163,105.824094
        46,105.661143,106.439001
        47,107.661145,108.276049
        48,109.661136,110.130944
        49,111.661141,111.993172
        50,113.661161,114.820088
        51,115.661144,119.539612
        52,117.661143,120.394247
        53,119.66116,120.955004
        54,121.661143,122.103508
        55,123.661135,124.218584
        56,125.661143,
        57,127.661155,
        58,129.661137,
        59,131.661141,137.202602
        60,133.661154,137.25275
        61,135.661156,138.636458
        62,137.661145,138.876503
        63,139.661137,140.655113
        64,141.661133,142.624626
        65,143.661137,
        66,145.661148,
        67,147.661142,
        68,149.66674,155.871404
        69,151.661137,156.262884
        70,153.661148,156.752645
        71,155.661157,156.850978
        72,157.661164,157.972221
        73,159.661135,160.354887
        74,161.661164,162.275733
        75,163.66114,164.468329
        76,165.661141,166.315847
        77,167.661137,168.367236
        78,169.661156,170.619799
        79,171.661143,172.475224
        80,173.661137,174.183767
        81,175.661142,177.027743
        82,177.66116,
        83,179.661139,
        84,181.708755,
        85,183.708454,187.152516
        86,185.708454,187.203544
        87,187.661136,188.510007
        88,189.661143,190.09638
        89,191.661137,193.805836
        90,193.661137,194.420719
        91,195.661146,196.494835
        92,197.661162,
        93,199.66114,
