time,tx route,rx route,tx route calibration,rx route calibration,ratio legit
30,0.05335316900696597,0.07880289539114128,0.4329707898740807,0.35332182088801906,True
31,0.054216177885114056,0.07663752378169603,0.4407787563972856,0.3488299161739662,True
32,0.05669461926264112,0.07966778617240983,0.447751468118501,0.34776197607313586,True
33,0.059215053352522966,0.080870423253044,0.44836901290807796,0.342386258291982,True
34,0.05892400589582142,0.08130723368258039,0.445442447898709,0.3386388553529942,True
35,0.05950506097923723,0.08010766853829553,0.5019731395018515,0.3389849658982436,True
36,0.06454843276957974,0.08531487575221532,0.5075973258621509,0.33912603963898313,True
37,0.06580190869150444,0.08556642803818014,0.504933421119995,0.3303283333674057,True
38,0.06735516780896936,0.08758648044910937,0.5044448529387363,0.32748969518375504,True
39,0.07063347932575977,0.09158874628901026,0.5546308674631341,0.41967813266517917,True
40,0.07547935578072482,0.09672763571909743,0.6028937034374545,0.4250171884556377,True
41,0.08025408068997454,0.10254135155486968,0.6123850570985487,0.4263766147275025,True
42,0.08383756186806028,0.10582410018919085,0.6171805844940288,0.4221686465441889,True
43,0.08447007864532756,0.10447808558220267,0.6212363823549917,0.41333394260403344,True
44,0.0891407908624616,0.10804377673115523,0.6845490013371044,0.47914155106371514,True
45,0.09466035284654381,0.11232953876410799,0.7272619770837877,0.4805650046495398,True
46,0.10003077819051742,0.11897774840167914,0.7367177482779652,0.4824273206476952,True
47,0.10161311773105464,0.11938049836917719,0.7424563743126195,0.4796280741401611,True
48,0.10576667927002278,0.12307643096558299,0.7492757882444752,0.4781854637054855,True
49,0.11110089186513941,0.12701391211798715,0.7890091059797382,0.5601792062281631,True
50,0.11214905611218264,0.12614647914236357,0.7853359139798652,0.6250833715847166,True
51,0.11198249704318441,0.12294240088451373,0.7829817246587453,0.6718626777431683,True
52,0.10948126269649033,0.11908172677949352,0.7694047051564715,0.6530946747642754,True
53,0.11139835830015858,0.11927463010290008,0.8043371318151398,0.6550438552677871,True
54,0.11606227114197591,0.12518911484879436,0.7948069486510301,0.6482213371145961,True
55,0.1170546695619046,0.12522420499132741,0.8292982115095798,0.7795784216994526,True
56,0.11814675076816351,0.12512261447267126,0.8258963751785061,0.771250984897363,True
57,0.12059218397895308,0.12900735615312806,0.8176934180831149,0.7696887469079673,True
58,0.117974672527918,0.12770967134058797,0.837678765924749,0.797551126443341,True
59,0.11893344618378676,0.12742130733586385,0.864418746276553,0.8117189786124762,True
60,0.12052354784745371,0.12817079245480412,0.8573634505369264,0.8019758378539027,True
61,0.12206237230193209,0.12947122403108643,0.8425164617114438,0.7865182403762491,True
62,0.1258174486628878,0.13196349860761591,0.8407574603998085,0.779569887437838,True
63,0.12833719766806984,0.13360160221864242,0.8387073483972302,0.7772141745540121,True
64,0.1298953304778419,0.13355827679695562,0.872044806706305,0.8558843900881248,True
65,0.12859998827401253,0.1308390013149439,0.863834586697492,0.8436694810154092,True
66,0.1311878663267322,0.13166583088995226,0.861486232763894,0.8387371867045773,True
67,0.1337223746619035,0.13366777304486244,0.8534941662685157,0.8308332936012344,True
68,0.13396887394894394,0.1323022891822947,0.8467431863575052,0.8184263458929961,True
69,0.1347984545671164,0.13260161209134136,0.8388160037334907,0.8095903800988944,True
70,0.13851213121112232,0.13563576936768404,0.8333844722086388,0.8077075979149544,True
71,0.14172582298421252,0.13832640018525663,0.8358903533465256,0.8088580350873902,True
72,0.14370523540757726,0.14004594078310648,0.8358728830256427,0.8088312894057288,True
73,0.14526973766224363,0.14086585429704157,0.8385708329135091,0.8116803369276477,True
74,0.14894218027666603,0.1443946175386401,0.8449872834874412,0.8137027580148286,True
75,0.1523975434498738,0.14677869091476173,0.8649439407050722,0.8322902908927968,True
76,0.15255502177936267,0.1465080613411817,0.9099284405276865,0.8849079656869928,True
77,0.15066028141179857,0.144495562343318,0.9496515137991762,0.9345552173102117,True
78,0.15206945614473016,0.1450204923250226,0.9732341123927623,0.9679540224562434,True
79,0.15509040269094848,0.1481648751132006,0.9843838353014916,0.9804250841708579,True
80,0.15485104101167774,0.14791180046889224,0.9844290874811111,0.9828317972630736,True
81,0.1570097002579958,0.14906506367839198,0.9850131298992238,0.9823714583513682,True
82,0.16154562017244115,0.1528459850823437,0.9893184363535729,0.987374444702995,True
83,0.1640716901897764,0.15512160413365747,0.9936190899211731,0.9916219742117632,True
84,0.16633168089482991,0.1566591853877679,0.9984304976987164,0.9946230112928646,True
85,0.16631195862854598,0.15608882969218515,0.9986676796266761,0.9929712184321905,True
86,0.16582766071040575,0.15467905032695103,1.0014901969340892,0.9915741504421954,True
87,0.16682604098135442,0.15475331670319903,1.003087413580886,0.9896604441015509,True
88,0.17041670323904642,0.15722520447096497,1.004277008440814,0.9869701055709708,True
89,0.17294061773595668,0.15864700508644752,1.0047358488432598,0.984358553670678,True
90,0.17297776966622663,0.15746212961117922,1.0059215491505604,0.9830220950592938,True
91,0.17476819002352054,0.15929179810640123,1.0035834584303405,0.9824020893312349,True
92,0.17780998038235257,0.1620552635374858,1.0047982615728135,0.9823634038120209,True
93,0.1787768720135883,0.1617926005352257,1.0083338782803128,0.9834106269018413,True
94,0.17891726207445835,0.16079252624789112,1.011186177648979,0.9812767082165529,True
95,0.18103020572796277,0.16223424041991433,1.013350165938933,0.9813724245621873,True
96,0.1825146194437118,0.16351581251778868,1.014081964343591,0.981886069954745,True
97,0.18390508943639536,0.1640265638827236,1.0158479905592166,0.9843422953977153,True
98,0.18400191591985834,0.16408813648615736,1.0188889082007966,0.9895428320461965,True
99,0.1877767251512462,0.16685742085316363,1.0202519667466186,0.9990571273637007,True
100,0.19072720125073797,0.16947377532822372,1.0154748134866043,1.0104020378014478,True
101,0.19064407874111663,0.1687514935628439,1.0039132076886454,1.002344481850441,True
102,0.19034485305600873,0.16814135616522394,0.9940755381444856,0.9947905465905077,True
103,0.19019977055516446,0.16805052318746738,0.987498061358651,0.9910281478164161,True
104,0.19299016884973952,0.17052155825359874,0.9857610544228227,0.9893918521676824,True
105,0.1930451277989732,0.17025787487910707,0.9798311346707925,0.9838889932609821,True
106,0.19402048998799207,0.1714854965381173,0.9763645191457899,0.9838864294317783,True
107,0.19707482964797451,0.17442118415051394,0.9762094661500094,0.9825762629280501,True
108,0.19821801211097945,0.17428115588354687,0.9776069165049821,0.9826206863987911,True
109,0.1993128465637507,0.17550471706668194,0.9755682942895808,0.9836817636752949,True
110,0.2022399954349551,0.1780101342123861,0.9750835542368287,0.9828961850606075,True
111,0.2017917483913071,0.17739901041393125,0.970467779755255,0.9783377465048484,True
112,0.2032247386421861,0.17800908373214705,0.9707643753547234,0.9761669411907725,True
113,0.20385556739215613,0.17803261708259366,0.9695749116768891,0.9732295847293717,True
114,0.2041265855610037,0.1776082650111944,0.9702236444574619,0.9734812803731047,True
115,0.20381203921238755,0.17590352412081314,0.9682347774307007,0.9669842835621897,True
116,0.20360580719488544,0.1748540119638183,0.9683379158093202,0.9637009532331489,True
117,0.2031336465208025,0.17367424317485575,0.9644689463998509,0.9578270900562718,True
118,0.20227324407909045,0.17253442815261394,0.9592242621823907,0.953236302890354,True
119,0.20230949873004192,0.1721168005788045,0.9571879927061133,0.9504212347906512,True
120,0.20209352057797583,0.1720731018447302,0.9521067088445408,0.9482953968708123,True
121,0.20092144004171905,0.17124569333050638,0.9456532129475059,0.9428349047753952,True
122,0.20239841922467666,0.17249002079024026,0.9456285030654488,0.9429384589956247,True
123,0.20379170168938335,0.17319035139133787,0.9451475769000471,0.9407941623808107,True
124,0.20469726112762757,0.17402792329519404,0.9414742224360498,0.9402787189090731,True
125,0.20421456049030465,0.1736575615895285,0.9517893079935413,0.9511329508509286,True
126,0.20357213334074564,0.17339457660497315,0.9714547962628591,0.9733725263962131,True
127,0.2023822511926712,0.1722829836417065,0.9808130316596734,0.982468137234779,True
128,0.2031326006693997,0.1729212806550925,0.9845882769941626,0.9846945690874808,True
129,0.2044563152942968,0.1741836900121736,0.9853750844698386,0.9881909087531591,True
130,0.20541490563079245,0.17505214592206908,0.9838170789636432,0.9888520737599097,True
131,0.20574185473072729,0.17481110412413325,0.9841445754394922,0.9887410956362169,True
132,0.20724286628477806,0.1762760425841116,0.9860547725361947,0.9919024374472727,True
133,0.20978866317120698,0.17932240520698323,0.984645736010241,0.9955402764052637,True
134,0.2113065628239993,0.18072596796765003,0.9850597682898431,0.996789993379318,True
135,0.21156982369440477,0.18072412574015434,0.984725973766887,0.9975578872760195,True
136,0.21173875512351284,0.18153240919645705,0.9824480907067819,0.9984332228557874,True
137,0.2138015392217207,0.1833485485121486,0.9847902965159878,1.0006552677591765,True
138,0.2144029064059904,0.18379963127356094,0.9845800219266212,1.0024556067948198,True
139,0.2151154498746903,0.1843755151783733,0.985364282712739,1.0027388421308632,True
140,0.2157430094714904,0.18459146465111465,0.9872741499244049,1.0037653869442988,True
141,0.21684569095235554,0.18513635690525626,0.9893851418526269,1.0050032756339278,True
142,0.21812393764194193,0.18625972535385185,0.990827962027213,1.0060715585784816,True
143,0.21753675334092742,0.18534751188533563,0.9904012942063589,1.0063969348329573,True
144,0.21959364497959769,0.18670520139053917,0.9917200806797134,1.0069473909687752,True
145,0.22118941573940612,0.18834463824327968,0.9928058476647151,1.0083952950766844,True
146,0.22124451996489505,0.1881464679801213,0.9925043120015542,1.00812552290421,True
147,0.221483641061259,0.18832870879523445,0.9931441945698686,1.0085936846836696,True
148,0.22445919821130622,0.19096140789996743,0.9949490894509073,1.0102428421572083,True
149,0.2256450738499904,0.1917194159449758,0.9954050417286252,1.010773703419315,True
150,0.22683558466702336,0.19283863521224326,0.9982690684780797,1.012502465335399,True
151,0.226512128192113,0.19165123724829777,0.9995379935996198,0.9995992742326789,True
152,0.22632954626305068,0.19110415599128405,0.9984519757306359,0.9930987430287207,True
153,0.22721876089374488,0.1917365300335113,0.9989378737792471,0.9928576440727696,True
154,0.22866597792852614,0.19258191150972123,0.9980755122503879,0.9916456065198108,True
155,0.22894736317706876,0.1926130545778305,0.9968398610852497,0.9905267001742157,True
156,0.23004220860646132,0.1935014699447872,0.996116502122699,0.989908868064717,True
157,0.23096208059431506,0.1943338655373248,0.9962587626089292,0.9895804924441913,True
158,0.2316215042324785,0.19481221548595762,0.9962541893950315,0.9898065794682555,True
159,0.23259519821432192,0.19546998536796226,0.9970134757754673,0.989184992963571,True
160,0.2331209570865922,0.19518444751190128,0.9977096696294516,0.986710956946445,True
161,0.23349588323144707,0.19487644730634776,0.9981803832333948,0.9848363467535036,True
162,0.23350824152599825,0.19448122539593726,0.9975976297145724,0.9832159097295241,True
163,0.23294336215961595,0.1933371349941506,0.9967628251499929,0.9795662351693494,True
164,0.2320124118739748,0.19214276056885574,0.9926576535555908,0.9739445269671291,True
165,0.2320997012634013,0.19190288336389633,0.9919670976073204,0.9711026239005707,True
166,0.23256900705492356,0.19218336972634187,0.9921376573564624,0.9697980451196055,True
167,0.231792882755839,0.19124993268928273,0.9890557176983762,0.9667659059554184,True
168,0.23145664914130631,0.19071713897495549,0.9866714210523813,0.9641724152016541,True
169,0.2318500070260966,0.19084670301550816,0.9854093442445649,0.9640867399189266,True
170,0.23115848586779383,0.19005750809832714,0.9832846863315146,0.962218225435584,True
171,0.23052051519087785,0.19019903834336171,0.9775430100941517,0.9603878468306891,True
172,0.2303159100884813,0.18995621297911283,0.9763226529297745,0.9583660454442469,True
173,0.22990381756012346,0.1894661938155699,0.9748334609418327,0.956772234419364,True
174,0.22958917226142048,0.1886884085920291,0.9753839478607453,0.9542374170074526,True
175,0.2291664513576064,0.1883148059824209,0.9739341325024595,0.9577867682422944,True
176,0.2289157781563659,0.18776277231232175,0.9828456137943258,0.9723411896083364,True
177,0.22889589190207862,0.18721881887336334,0.9878174095901241,0.9824990571622014,True
178,0.2292580892124807,0.1871677396967836,0.9902637141185968,0.9850222301273927,True
179,0.22943738219474952,0.18724566129956477,0.9907358717733822,0.9857918662759496,True
180,0.22948558902480073,0.18719648320974946,0.9912392750060904,0.986760206784863,True
181,0.23030773005346722,0.18765762005895947,0.9923821210797724,0.9885317774427684,True
182,0.2297412697441805,0.1872260213762318,0.9912116898190605,0.9880173599642187,True
183,0.22993188293777425,0.18719475479694705,0.99204017140375,0.9880312318555634,True
184,0.2293818626366358,0.18681738868632858,0.9926274252003796,0.9893794609760675,True
185,0.229094104945163,0.18645989106353777,0.992248791090349,0.9890921112588402,True
186,0.22866267278656713,0.18601037370758416,0.9919702522230084,0.9895687789950146,True
187,0.22816104961970646,0.18527846750168286,0.9914666104650898,0.9878598614181092,True
188,0.2285505532670532,0.18558011296953342,0.9910794067844368,0.9883994020803648,True
189,0.22830870948990484,0.1848639523177308,0.9888564088492849,0.9830274618802375,True
