bin_start,total,udp,rpl,forwarding
0.0,0.212224,0.02464,0.187584,
25.0,0.297216,0.09152,0.205696,
50.0,0.405568,0.30272,0.102848,
75.0,0.181088,0.181088,,
100.0,0.5016,0.5016,,
125.0,0.282368,0.17952,0.102848,
150.0,0.457408,0.457408,,
175.0,0.33088,0.33088,,
