avg,mean,sizes
0.4999972036028775,6.501672240802676,8
0.5235395666029286,5.684057971014493,17
0.6907085311077895,5.037634408602151,27
0.7594779080218388,4.613207547169812,37
0.8530034522397402,4.226993865030675,47
0.5044183480232306,3.769230769230769,57
0.7993052538854533,3.8333333333333335,67
1.3298972977732437,3.481012658227848,77
1.4707380011732811,3.326241134751773,87
2.104009821912303,3.217948717948718,97
0.64866582069566,2.954285714285714,107
0.43921868637012196,2.834862385321101,114
