bin_start,total,udp,rpl,forwarding
0.0,0.379968,0.060352,0.319616,0.028672
25.0,0.331776,0.199744,0.132032,0.118784
50.0,0.45472,0.34944,0.10528,0.08192
75.0,0.373952,0.364224,0.009728,0.180352
100.0,0.315808,0.222688,0.09312,0.094208
125.0,0.283456,0.264,0.019456,0.11264
150.0,0.19136,0.19136,,0.047232
175.0,0.202432,0.202432,,0.100352
