message,departure_time,arrival_time
         1,26.702587,27.445584
         2,28.702572,29.314278
         3,30.702571,31.46948
         4,32.702589,33.154894
         5,34.70257,35.077225
         6,36.702577,37.171907
         7,38.702587,
         8,40.702575,
         9,42.702588,46.48681
        10,44.703333,46.925004
        11,46.702584,47.316878
        12,48.70261,49.134385
        13,50.702603,
        14,52.702588,
        15,54.702591,55.301291
        16,56.702594,57.823127
        17,58.702587,59.373011
        18,60.702598,
        19,62.702603,66.46133
        20,64.702607,67.286882
        21,66.702613,67.366119
        22,68.702604,69.36282
        23,70.717842,71.788581
        24,72.702599,74.882306
        25,74.702585,75.372181
        26,76.702608,78.456631
        27,78.70261,79.696497
        28,80.702597,81.449451
        29,82.7026,83.133063
        30,84.702608,85.523752
        31,86.702589,87.318123
        32,88.70259,89.162582
        33,90.702584,92.132127
        34,92.702595,94.101637
        35,94.702594,
        36,96.702599,98.196148
        37,98.702585,99.591483
        38,100.702607,
        39,102.702615,115.336247
        40,104.702607,116.765518
        41,106.702609,116.970387
        42,108.702606,
        43,110.702605,
        44,112.7026,
        45,114.702585,117.430772
        46,116.702586,119.389423
        47,118.7026,120.143373
        48,120.790269,
        49,122.702604,123.522081
        50,124.702594,125.886673
        51,126.70261,127.808984
        52,128.702594,129.508779
        53,130.702588,
        54,132.702608,135.905866
        55,134.702612,136.561977
        56,136.702603,137.176743
        57,138.702586,139.37602
        58,140.702597,
        59,142.7026,144.250965
        60,144.702613,145.919767
        61,146.702608,147.139308
        62,148.702609,149.957164
        63,150.702607,151.578376
        64,152.702609,
        65,154.702606,155.283723
        66,156.702612,157.513399
        67,158.702597,159.482922
        68,160.702592,181.716009
        69,162.702584,
        70,164.702613,
        71,166.702612,
        72,168.702597,
        73,170.702605,
        74,172.702607,
        75,174.702594,
        76,176.702594,
        77,178.702615,
        78,180.702603,
        79,182.702605,185.070384
        80,184.702608,186.61427
        81,186.70261,187.378047
        82,188.702611,
        83,190.717746,196.22309
        84,192.702596,196.26692
        85,194.70261,197.135351
        86,196.702615,197.874301
        87,198.702589,
