message,departure_time,arrival_time
         1,37.158924,
         2,39.124301,42.658789
         3,41.124309,45.142601
         4,43.124288,46.206867
         5,45.124302,47.121881
         6,47.124284,47.752334
         7,49.124296,51.176599
         8,51.124312,52.571317
         9,53.124314,53.739585
        10,55.131773,55.584092
        11,57.124308,57.430941
        12,59.124335,59.528231
        13,61.124334,63.103202
        14,63.124319,
        15,65.144141,66.628781
        16,67.124304,68.904026
        17,69.124319,
        18,71.124334,76.038001
        19,73.124324,76.183687
        20,75.354849,76.31556
        21,77.124334,77.534765
        22,79.124303,79.38945
        23,81.214412,82.964838
        24,83.236444,84.812195
        25,85.134746,86.8767
        26,87.124335,88.787544
        27,89.124304,89.466955
        28,91.124334,93.672462
        29,93.124332,94.25961
        30,95.124313,95.631734
        31,97.124315,97.341082
        32,99.124335,
        33,101.124321,103.773234
        34,103.124304,105.741984
        35,105.124323,107.336489
        36,107.198814,109.105166
        37,109.124325,110.109171
        38,111.236658,112.667248
        39,113.124325,113.886674
        40,115.124324,115.375726
        41,117.12431,117.669062
        42,119.124306,119.540583
        43,121.124333,
        44,123.234275,
        45,125.124308,126.676192
        46,127.124325,127.563882
        47,129.124325,129.548376
        48,131.234812,
        49,133.124328,143.290483
        50,135.124328,
        51,137.124335,
        52,139.124314,
        53,141.124323,143.905235
        54,143.23739,145.594379
        55,145.203219,146.989687
        56,147.124308,147.719214
        57,149.124324,150.063788
        58,151.124313,152.058512
        59,153.124328,153.505823
        60,155.233849,156.140347
        61,157.124327,157.55968
        62,159.12431,160.15426
        63,161.124327,162.373707
        64,163.235464,163.893374
        65,165.12432,165.67756
        66,167.124316,167.687691
        67,169.124308,169.356392
        68,171.124325,173.078018
        69,173.232494,173.765318
        70,175.129839,176.135841
        71,177.124332,177.799484
        72,179.124318,179.470726
        73,181.124325,
        74,183.124304,187.139529
        75,185.124325,188.866321
        76,187.327719,189.069162
        77,189.124328,189.395732
        78,191.124314,191.634588
        79,193.143255,196.142921
        80,195.124302,197.415525
        81,197.15008,197.754832
        82,199.124335,
