message,departure_time,arrival_time
         1,48.315483,48.769794
         2,50.483339,51.137011
         3,52.309919,52.483121
         4,54.309916,
         5,56.309929,56.414137
         6,58.309925,58.873569
         7,60.332751,61.169728
         8,62.309917,62.978867
         9,64.309915,64.562538
        10,66.344552,67.867511
        11,68.309924,69.001562
        12,70.325206,71.04927
        13,72.309931,73.022995
        14,74.309945,74.92173
        15,76.309941,76.498233
        16,78.309933,78.575659
        17,80.309945,80.427085
        18,82.39117,82.830895
        19,84.309945,84.571813
        20,86.309937,86.637428
        21,88.309941,88.543086
        22,90.309943,90.49945
        23,92.309954,92.597353
        24,94.309952,94.566519
        25,96.309945,
        26,98.309931,98.600068
        27,100.309931,100.485043
        28,102.309953,102.46803
        29,104.359109,104.663897
        30,106.309934,106.52157
        31,108.309941,108.477884
        32,110.309931,110.458686
        33,112.319622,112.706667
        34,114.309927,115.17163
        35,116.309942,116.694928
        36,118.309932,118.525664
        37,120.325201,121.481317
        38,122.309953,122.712956
        39,124.397861,
        40,126.30993,
        41,128.309942,129.890897
        42,130.316426,131.174765
        43,132.309945,132.475207
        44,134.374882,135.099704
        45,136.309929,136.404124
        46,138.309955,138.863475
        47,140.309938,141.240554
        48,142.421037,142.92756
        49,144.352293,144.80962
        50,146.309939,146.471143
        51,148.309925,148.859659
        52,150.332773,150.52452
        53,152.309942,153.052005
        54,154.309955,154.551944
        55,156.309944,157.114624
        56,158.309942,
        57,160.325206,161.713133
        58,162.317865,163.251798
        59,164.309924,164.587398
        60,166.309926,166.86441
        61,168.309952,168.496624
        62,170.309939,170.580976
        63,172.309939,172.925559
        64,174.309949,174.89521
        65,176.309937,176.489721
        66,178.309954,178.469438
        67,180.30993,180.564001
        68,182.309924,182.41465
        69,184.309925,184.800353
        70,186.309941,186.653709
        71,188.309945,189.451512
        72,190.309935,191.014069
        73,192.309944,193.152399
        74,194.309936,194.440689
        75,196.309956,196.5041
        76,198.351042,198.463623
