message,departure_time,arrival_time
         1,22.227445,23.284001
         2,24.227443,24.496601
         3,26.227428,26.601258
         4,28.227427,29.449033
         5,30.227425,30.653293
         6,32.227452,33.918163
         7,34.227437,35.267464
         8,36.227428,36.705895
         9,38.227431,38.435554
        10,40.227454,40.998933
        11,42.22746,47.16136
        12,44.22745,47.634789
        13,46.227456,
        14,48.227476,48.975523
        15,50.227461,50.646767
        16,52.227475,52.439853
        17,54.227474,54.706747
        18,56.227476,57.021911
        19,58.232615,59.611923
        20,60.227447,60.528177
        21,62.275023,63.142818
        22,64.227454,64.875174
        23,66.227462,66.899459
        24,68.227451,69.185845
        25,70.227452,70.746881
        26,72.227463,72.764686
        27,74.227473,74.635304
        28,76.227448,
        29,78.227466,79.019625
        30,80.242715,81.107428
        31,82.227447,83.05348
        32,84.227467,89.807043
        33,86.227456,
        34,88.227445,
        35,90.227463,91.059825
        36,92.227459,92.728652
        37,94.227468,94.45183
        38,96.22823,99.472513
        39,98.227465,100.050394
        40,100.250114,101.096915
        41,102.227469,102.768851
        42,104.227463,104.447507
        43,106.227454,
        44,108.227472,
        45,110.227464,117.223746
        46,112.227474,
        47,114.227519,
        48,116.42404,119.170209
        49,118.227449,119.349795
        50,120.227461,120.98649
        51,122.227455,124.612162
        52,124.227456,125.48326
        53,126.330218,128.61145
        54,128.373952,130.082087
        55,130.227462,130.980385
        56,132.32148,133.059956
        57,134.227459,134.612333
        58,136.227466,136.446714
        59,138.227449,140.206254
        60,140.227467,141.480008
        61,142.22746,144.462876
        62,144.227455,145.229948
        63,146.227474,146.584683
        64,148.227448,148.668956
        65,150.227461,152.177679
        66,152.227465,152.709553
        67,154.235461,156.717646
        68,156.227458,
        69,158.227452,158.677045
        70,160.250127,161.076214
        71,162.227464,163.620373
        72,164.227464,164.860179
        73,166.227474,166.579687
        74,168.227466,168.667684
        75,170.227457,171.040008
        76,172.23947,174.080798
        77,174.227474,174.596659
        78,176.227451,176.826364
        79,178.227462,178.762434
        80,180.227456,181.229061
        81,182.22747,182.731672
        82,184.227447,184.568859
        83,186.227463,
        84,188.227446,189.622539
        85,190.242715,191.057438
        86,192.227461,192.57195
        87,194.227473,195.067471
        88,196.227467,196.645894
        89,198.22747,198.608457
