message,departure_time,arrival_time
         1,12.439253,12.987956
         2,14.442183,14.896779
         3,16.439262,16.95768
         4,18.504308,22.266074
         5,20.439246,22.395381
         6,22.439259,23.047285
         7,24.439251,24.933965
         8,26.439243,26.798728
         9,28.439249,28.913652
        10,30.439272,31.938226
        11,32.439276,
        12,34.439285,34.776348
        13,36.439281,
        14,38.439279,
        15,40.461977,
        16,42.43926,
        17,44.439275,
        18,46.439265,50.397123
        19,48.439285,51.658645
        20,50.439278,
        21,52.439264,54.66709
        22,54.439267,
        23,56.43928,57.329562
        24,58.439268,59.488788
        25,60.439262,61.291612
        26,62.43929,63.027157
        27,64.439282,64.927756
        28,66.439267,67.95691
        29,68.439264,69.402396
        30,70.439284,71.473232
        31,72.43928,73.153608
        32,74.439274,75.26895
        33,76.439286,76.863455
        34,78.439271,
        35,80.439272,
        36,82.439268,82.925339
        37,84.43928,84.772676
        38,86.43929,87.252644
        39,88.439268,
        40,90.46198,92.50263
        41,92.439283,
        42,94.439282,
        43,96.439281,
        44,98.439286,103.521528
        45,100.46198,103.985352
        46,102.439263,105.079373
        47,104.439282,105.393999
        48,106.439279,117.908933
        49,108.43929,
        50,110.471159,
        51,112.439291,
        52,114.479154,121.02615
        53,116.43927,122.196569
        54,118.439286,
        55,120.462293,125.443678
        56,122.439285,125.846936
        57,124.439286,131.739032
        58,126.439288,
        59,128.439275,
        60,130.439269,131.31834
        61,132.617198,133.380276
        62,134.439276,
        63,136.43929,136.999162
        64,138.439264,138.91465
        65,140.439264,141.440548
        66,142.439287,143.026051
        67,144.439274,145.77258
        68,146.439274,146.880409
        69,148.439278,148.938898
        70,150.439263,150.954659
        71,152.499602,154.407079
        72,154.439266,156.808469
        73,156.439285,158.716527
        74,158.439282,159.522498
        75,160.454532,162.176468
        76,162.439278,163.347015
        77,164.439288,164.902517
        78,166.439276,166.959977
        79,168.439275,168.861907
        80,170.439281,171.321278
        81,172.439261,173.324451
        82,174.439286,
        83,176.439271,177.267742
        84,178.439292,
        85,180.439266,
        86,182.439277,187.290919
        87,184.439288,187.732605
        88,186.506938,188.98973
        89,188.439274,189.549587
        90,190.439261,192.911321
        91,192.439265,
        92,194.439288,194.756187
        93,196.43928,196.725345
        94,198.439271,198.693837
