message,departure_time,arrival_time
         1,8.123415,8.195006
         2,10.124855,10.299664
         3,12.126824,12.492262
         4,14.12342,14.363723
         5,16.123394,17.45881
         6,18.12341,18.313371
         7,20.123393,20.286499
         8,22.187156,22.585003
         9,24.123411,24.215374
        10,26.123421,27.146251
        11,28.123429,28.861015
        12,30.138718,30.613851
        13,32.24262,32.384727
        14,34.123423,34.208681
        15,36.12341,36.306426
        16,38.123412,38.286149
        17,40.123423,40.391467
        18,42.12342,42.23528
        19,44.123419,44.46504
        20,46.123424,46.533478
        21,48.123421,48.279165
        22,50.123419,50.241405
        23,52.12342,52.324649
        24,54.123423,54.547921
        25,56.123413,56.288756
        26,58.123413,58.757584
        27,60.223402,61.534797
        28,62.123409,62.597989
        29,64.123434,64.311526
        30,66.12859,66.559003
        31,68.123423,
        32,70.123409,70.341901
        33,72.123431,
        34,74.174881,
        35,76.123415,76.226256
        36,78.12343,78.65486
        37,80.146009,80.362284
        38,82.123439,82.2998
        39,84.123411,
        40,86.123411,86.212785
        41,88.123416,88.307331
        42,90.123424,90.276904
        43,92.143248,92.371346
        44,94.160053,
        45,96.12343,97.713688
        46,98.123439,99.17181
        47,100.226781,100.396529
        48,102.123422,102.507645
        49,104.126295,104.238021
        50,106.123441,106.343961
        51,108.123418,109.456033
        52,110.123428,110.677282
        53,112.123418,112.486034
        54,114.123414,114.542432
        55,116.12343,116.815034
        56,118.123435,118.659893
        57,120.151652,120.332433
        58,122.123427,122.302005
        59,124.148078,124.40376
        60,126.12343,126.251292
        61,128.134418,128.316607
        62,130.138718,130.329346
        63,132.124728,132.609939
        64,134.123425,134.227011
        65,136.123954,136.659754
        66,138.123409,138.271786
        67,140.146009,141.155769
        68,142.123425,142.692997
        69,144.123423,144.423512
        70,146.123427,146.283967
        71,148.123425,148.899125
        72,150.138718,150.273712
        73,152.12342,152.589349
        74,154.123439,154.293229
        75,156.123439,156.272957
        76,158.123438,158.389191
        77,160.123431,160.244129
        78,162.12341,182.281106
        79,164.199378,
        80,166.12341,
        81,168.12343,
        82,170.155111,
        83,172.123417,
        84,174.123429,
        85,176.123437,
        86,178.240645,
        87,180.123429,
        88,182.123413,
        89,184.123418,184.289384
        90,186.123426,186.693166
        91,188.123439,188.248013
        92,190.123424,190.306226
        93,192.123439,192.275694
        94,194.123416,194.495243
        95,196.254705,196.46468
        96,198.123432,198.334205
