message,departure_time,arrival_time
         1,17.89278,19.343505
         2,19.892786,21.834273
         3,21.892776,22.189793
         4,23.892777,24.159556
         5,25.892787,
         6,27.919483,29.274522
         7,29.957479,30.26431
         8,31.892764,33.389209
         9,33.892766,
        10,35.8928,
        11,37.892804,
        12,39.892794,44.504615
        13,41.892803,45.048018
        14,43.8928,45.095277
        15,45.892803,46.257015
        16,47.892811,
        17,49.892797,52.610876
        18,51.895356,53.094415
        19,53.928247,55.142745
        20,55.892786,56.249131
        21,57.892794,58.913198
        22,59.892786,62.028202
        23,61.892812,
        24,63.892882,71.248066
        25,65.892807,72.605998
        26,67.911454,73.472472
        27,69.912467,75.461845
        28,71.892786,
        29,73.892791,
        30,75.892793,76.930098
        31,77.892794,
        32,79.909884,82.09888
        33,81.892801,84.368488
        34,83.892871,86.338333
        35,85.89281,88.372536
        36,87.892785,89.227192
        37,89.892794,90.543133
        38,91.892795,93.818696
        39,93.892791,94.527081
        40,95.892784,96.736393
        41,97.967598,99.824054
        42,99.892808,102.428686
        43,101.892798,104.793816
        44,103.892798,106.971701
        45,105.89281,108.576394
        46,107.892812,109.184522
        47,109.892783,111.802748
        48,111.892804,113.032076
        49,113.892791,114.494344
        50,115.892788,116.85461
        51,117.89281,118.486076
        52,119.898531,120.720112
        53,121.892885,124.233713
        54,123.892787,125.638575
        55,125.892808,126.85913
        56,127.892815,128.413102
        57,129.892784,
        58,131.892783,132.43565
        59,133.892787,143.484071
        60,135.892798,
        61,137.892784,
        62,139.892789,
        63,141.892805,144.77018
        64,143.892799,145.685652
        65,145.900418,147.5084
        66,147.892808,149.573955
        67,149.892801,150.729313
        68,151.892802,152.3982
        69,153.892815,154.245651
        70,155.892797,156.50604
        71,157.892813,158.349809
        72,159.892794,160.769088
        73,161.892784,163.038686
        74,163.892804,164.383202
        75,165.892792,166.532193
        76,167.892788,
        77,169.892795,173.248152
        78,171.892797,176.038304
        79,173.892791,176.576509
        80,175.892811,177.307577
        81,177.892805,178.302326
        82,179.892793,180.460518
        83,181.892791,186.399661
        84,183.892797,
        85,185.892786,188.950145
        86,187.892791,
        87,189.892797,193.770477
        88,191.892791,195.028018
        89,193.892804,
        90,195.89281,
        91,197.892873,
        92,199.892794,
