message,departure_time,arrival_time
         1,53.06194,53.597195
         2,55.061929,55.779266
         3,57.103776,57.626976
         4,59.061926,59.662637
         5,61.06193,
         6,63.061946,64.40916
         7,65.061925,65.938723
         8,67.061924,69.107117
         9,69.061939,70.074808
        10,71.077194,72.146845
        11,73.061939,73.974021
        12,75.061949,
        13,77.06196,78.969417
        14,79.06194,79.333809
        15,81.061949,
        16,83.061965,89.6174
        17,85.061959,
        18,87.061951,
        19,89.061952,
        20,91.061942,97.16084
        21,93.061965,97.778724
        22,95.061952,97.828818
        23,97.061941,99.971462
        24,99.061957,100.089899
        25,101.081401,102.71803
        26,103.061961,
        27,105.061943,
        28,107.061957,
        29,109.061942,
        30,111.061949,
        31,113.061958,
        32,115.061961,
        33,117.061948,
        34,119.061942,119.709976
        35,121.081402,124.273331
        36,123.061949,124.761535
        37,125.061937,127.33268
        38,127.061939,129.274583
        39,129.061945,130.161496
        40,131.06195,132.882854
        41,133.061944,133.548437
        42,135.061964,135.581983
        43,137.06195,137.571178
        44,139.061954,141.400969
        45,141.061944,141.970327
        46,143.061956,
        47,145.061963,
        48,147.06203,
        49,149.061949,155.488157
        50,151.061955,155.826325
        51,153.061945,156.768867
        52,155.061946,156.848049
        53,157.061961,158.187271
        54,159.061954,159.906799
        55,161.061945,161.755692
        56,163.061951,163.718467
        57,165.061936,165.717016
        58,167.061944,167.494543
        59,169.061955,169.904061
        60,171.061948,172.249754
        61,173.061945,174.208815
        62,175.061944,175.461664
        63,177.061945,178.050666
        64,179.061961,180.603542
        65,181.061936,182.241706
        66,183.061945,183.346658
        67,185.061968,185.833621
        68,187.061954,
        69,189.061944,
        70,191.061943,
        71,193.078348,
        72,195.061947,198.243827
        73,197.061952,198.294844
        74,199.061939,199.463271
