message,departure_time,arrival_time
         1,15.680871,17.134969
         2,17.661119,18.21579
         3,19.661123,21.33021
         4,21.661121,
         5,23.661141,
         6,25.665529,
         7,27.666728,
         8,29.661114,33.491883
         9,31.661141,34.443323
        10,33.661162,
        11,35.661151,
        12,37.661138,42.518099
        13,39.661149,43.497613
        14,41.661161,45.392061
        15,43.66114,47.071833
        16,45.661149,47.201116
        17,47.661162,48.496385
        18,49.661162,51.540344
        19,51.661139,52.650691
        20,53.661153,55.222077
        21,55.661149,56.199135
        22,57.661162,58.545719
        23,59.661158,60.994866
        24,61.661154,63.569137
        25,63.661139,65.174
        26,65.66114,
        27,67.661163,68.944512
        28,69.661135,
        29,71.661163,
        30,73.708643,
        31,75.72642,
        32,77.661134,83.014008
        33,79.661132,83.0932
        34,81.691615,84.31847
        35,83.661132,85.673476
        36,85.661142,88.007846
        37,87.661143,88.834999
        38,89.661146,90.46
        39,91.661161,93.770656
        40,93.661151,94.299409
        41,95.661154,96.246677
        42,97.661159,98.960831
        43,99.661146,
        44,101.661163,
        45,103.661162,106.482011
        46,105.661146,107.462378
        47,107.661142,109.144823
        48,109.661143,110.156573
        49,111.661146,
        50,113.661142,114.12664
        51,115.661137,116.261695
        52,117.661144,118.436083
        53,119.661162,
        54,121.718956,122.028924
        55,123.661134,125.588568
        56,125.665548,126.819554
        57,127.661148,128.048437
        58,129.661143,130.121981
        59,131.661133,132.269409
        60,133.661155,143.436918
        61,135.661144,
        62,137.661144,
        63,139.66114,143.62573
        64,141.661164,
        65,143.661147,145.638263
        66,145.661142,
        67,147.661147,
        68,149.661144,
        69,151.708416,155.03636
        70,153.661133,155.413758
        71,155.661144,156.455143
        72,157.66115,158.299644
        73,159.661133,160.20451
        74,161.661139,162.988672
        75,163.661144,164.333196
        76,165.661135,166.042505
        77,167.661141,168.126837
        78,169.661142,169.994102
        79,171.661147,173.555805
        80,173.661146,175.67987
        81,175.661146,177.759806
        82,177.661138,178.251362
        83,179.661162,
        84,181.661137,185.789316
        85,183.661139,
        86,185.661147,188.905975
        87,187.66114,
        88,189.661136,
        89,191.661134,197.365702
        90,193.661135,
        91,195.661148,
        92,197.661135,197.970409
        93,199.661146,
