message,departure_time,arrival_time
         1,63.10236,63.321973
         2,65.102369,
         3,67.102366,67.405452
         4,69.102361,69.602289
         5,71.102366,73.432874
         6,73.192311,74.961325
         7,75.102371,75.611709
         8,77.102348,
         9,79.102352,79.793637
        10,81.13873,81.960912
        11,83.102391,83.743612
        12,85.102377,85.570761
        13,87.102385,87.367994
        14,89.102393,
        15,91.102382,
        16,93.102378,94.180663
        17,95.102381,97.634692
        18,97.102385,
        19,99.102394,99.630829
        20,101.102365,
        21,103.102375,116.02242
        22,105.102378,116.930772
        23,107.102372,
        24,109.102369,117.380387
        25,111.134027,
        26,113.102388,
        27,115.102381,118.707997
        28,117.193766,118.755316
        29,119.102382,120.092957
        30,121.102374,
        31,123.102395,123.572014
        32,125.102379,
        33,127.102389,128.088053
        34,129.102373,129.804032
        35,131.102373,
        36,133.102378,
        37,135.109871,136.612755
        38,137.10238,137.291277
        39,139.102386,139.768477
        40,141.102363,142.595284
        41,143.102385,143.837098
        42,145.102371,145.970491
        43,147.102392,147.378792
        44,149.102378,150.004161
        45,151.13787,151.701871
        46,153.102378,153.362561
        47,155.102365,155.334504
        48,157.102375,
        49,159.102378,159.561803
        50,161.13963,182.202127
        51,163.10239,
        52,165.102373,
        53,167.102368,
        54,169.102381,
        55,171.102385,
        56,173.102379,
        57,175.102374,
        58,177.102375,
        59,179.10238,
        60,181.138555,
        61,183.102364,185.749453
        62,185.102385,
        63,187.102384,187.968646
        64,189.102377,
        65,191.102377,
        66,193.102369,196.954904
        67,195.102386,197.83445
        68,197.137688,
        69,199.102392,
