message,departure_time,arrival_time
         1,53.306234,53.547187
         2,55.306219,
         3,57.306215,57.386694
         4,59.306292,59.709504
         5,61.306229,61.455974
         6,63.32332,64.094586
         7,65.30621,65.888478
         8,67.306565,67.486499
         9,69.306205,70.035313
        10,71.306246,71.55236
        11,73.342228,73.895109
        12,75.306229,75.549784
        13,77.306241,77.475447
        14,79.345674,79.4482
        15,81.306225,81.488897
        16,83.306254,89.665087
        17,85.313421,
        18,87.306256,
        19,89.30625,
        20,91.306319,91.596046
        21,93.306233,93.47852
        22,95.313418,95.42171
        23,97.306702,99.393396
        24,99.306227,100.173651
        25,101.306253,101.487839
        26,103.306253,103.481831
        27,105.30624,105.444456
        28,107.306251,107.541372
        29,109.30624,109.765938
        30,111.306251,111.490909
        31,113.306237,113.48086
        32,115.306238,115.470687
        33,117.372154,
        34,119.327779,119.659714
        35,121.306256,122.390209
        36,123.30623,
        37,125.507032,
        38,127.532852,127.946119
        39,129.30625,
        40,131.310157,131.778429
        41,133.306244,133.497222
        42,135.314948,135.466703
        43,137.39254,137.610496
        44,139.306251,140.285549
        45,141.306255,141.891294
        46,143.306245,144.574515
        47,145.306235,145.469453
        48,147.306231,147.468618
        49,149.306247,149.39837
        50,151.306231,152.33996
        51,153.306257,153.445703
        52,155.306303,155.87313
        53,157.306256,157.447025
        54,159.306254,159.416555
        55,161.306248,161.390321
        56,163.306225,163.671053
        57,165.306237,165.474718
        58,167.306254,167.444276
        59,169.306247,169.413756
        60,171.306241,172.1544
        61,173.318198,174.129667
        62,175.313454,175.512288
        63,177.378901,177.680839
        64,179.38521,180.518339
        65,181.306239,181.755388
        66,183.333908,
        67,185.313454,
        68,187.30623,187.457145
        69,189.306234,189.791971
        70,191.306227,191.674133
        71,193.306239,193.426011
        72,195.314946,195.405671
        73,197.307586,197.601498
        74,199.306237,199.513955
