message,departure_time,arrival_time
         1,10.712063,11.678332
         2,12.567707,12.895177
         3,14.567692,14.999904
         4,16.632394,16.918199
         5,18.567704,18.938885
         6,20.567691,21.64191
         7,22.567694,23.326038
         8,24.567691,24.986391
         9,26.567694,26.841079
        10,28.567726,29.210663
        11,30.5677,31.508894
        12,32.567722,32.891848
        13,34.567723,
        14,36.567707,37.250742
        15,38.567697,
        16,40.567715,
        17,42.567706,47.277122
        18,44.604865,48.147926
        19,46.567706,
        20,48.5677,48.86129
        21,50.567707,52.075036
        22,52.567717,53.054722
        23,54.592647,
        24,56.567708,59.756795
        25,58.567728,
        26,60.567697,64.459237
        27,62.567726,66.758261
        28,64.567703,67.326316
        29,66.567705,68.277779
        30,68.567723,69.956354
        31,70.567716,72.665702
        32,72.567716,73.335415
        33,74.567713,75.040484
        34,76.567715,76.985974
        35,78.567707,79.066936
        36,80.590384,81.203475
        37,82.567708,89.75973
        38,84.567703,
        39,86.567713,
        40,88.567725,
        41,90.567708,91.549129
        42,92.5677,93.147559
        43,94.5677,94.930978
        44,96.567702,100.011001
        45,98.567786,
        46,100.590297,107.502018
        47,102.567698,108.666178
        48,104.567707,109.065665
        49,106.567703,109.686803
        50,108.567714,117.125828
        51,110.717452,
        52,112.567714,127.381464
        53,114.568854,128.561246
        54,116.567713,117.869345
        55,118.567728,
        56,120.583001,121.520755
        57,122.567717,124.701572
        58,124.584684,
        59,126.567703,127.476081
        60,128.56771,129.230008
        61,130.65002,
        62,132.567726,133.099304
        63,134.567711,135.278167
        64,136.567728,137.374339
        65,138.567703,140.156047
        66,140.56771,
        67,142.567709,144.621765
        68,144.567715,144.990141
        69,146.567703,146.824449
        70,148.567714,149.08399
        71,150.582936,152.748924
        72,152.578739,
        73,154.567715,155.778904
        74,156.567723,
        75,158.567728,
        76,160.590269,168.624129
        77,162.567727,170.893792
        78,164.567706,170.943933
        79,166.567775,
        80,168.567699,172.062126
        81,170.567782,172.29691
        82,172.627557,
        83,174.567714,177.370005
        84,176.567703,178.714124
        85,178.567697,179.389335
        86,180.567705,181.623289
        87,182.567702,182.851418
        88,184.567711,
        89,186.567715,187.417567
        90,188.5677,189.752612
        91,190.648705,191.595051
        92,192.567724,
        93,194.567729,195.185973
        94,196.567728,
        95,198.567697,199.149303
