bin_start,total,udp,rpl,forwarding
0.0,0.382784,0.07776,0.305024,0.020736
25.0,0.291008,0.168704,0.122304,0.142784
50.0,0.381376,0.271232,0.110144,0.181024
75.0,0.323168,0.323168,,0.12192
100.0,0.525472,0.432352,0.09312,0.179616
125.0,0.453632,0.299904,0.009728,0.140864
150.0,0.282272,0.282272,,0.089152
175.0,0.58656,0.58656,,0.130656
