bin_start,total,udp,rpl,forwarding
0.0,0.41696,0.121664,0.295296,0.01296
25.0,0.52096,0.418112,0.102848,0.028512
50.0,0.87616,0.741696,0.134464,0.22016
75.0,0.510464,0.292608,0.217856,0.151264
100.0,0.30096,0.30096,,0.180192
125.0,0.396224,0.271488,0.124736,0.132832
150.0,0.343904,0.343904,,0.14032
175.0,0.539904,0.444352,0.095552,0.137472
