bin_start,total,udp,rpl,forwarding
0.0,0.363872,0.06128,0.302592,0.053504
25.0,0.250784,0.145504,0.10528,0.14032
50.0,0.383008,0.260704,0.122304,0.231808
75.0,0.147424,0.147424,,0.1264
100.0,0.32416,0.216448,0.107712,0.147552
125.0,0.350336,0.266176,0.01216,0.222368
150.0,0.301408,0.229408,,0.19792
175.0,0.365952,0.29152,0.002432,0.248736
