bin_start,total,udp,rpl,forwarding
0.0,0.388992,0.020736,0.368256,
25.0,0.327008,0.22416,0.102848,
50.0,0.293824,0.190976,0.102848,
75.0,0.12448,0.12448,,
100.0,0.301536,0.186528,0.115008,
125.0,0.224896,0.224896,,
150.0,0.232224,0.232224,,
175.0,0.283072,0.283072,,
