bin_start,total,udp,rpl,forwarding
0.0,0.364512,0.018144,0.346368,
25.0,0.123584,0.020736,0.102848,
50.0,0.210656,0.107808,0.102848,
75.0,0.316704,0.316704,,
100.0,0.276,0.258976,0.017024,
125.0,0.291904,0.198784,0.09312,
150.0,0.361152,0.361152,,
175.0,0.2928,0.2928,,
