bin_start,total,udp,rpl,forwarding
0.0,0.405856,0.120288,0.285568,
25.0,0.370272,0.267424,0.102848,
50.0,0.42816,0.325312,0.102848,
75.0,0.45184,0.45184,,
100.0,0.383872,0.281024,0.102848,
125.0,0.15552,0.15552,,
150.0,0.205888,0.205888,,
175.0,0.149504,0.149504,,
