bin_start,total,udp,rpl,forwarding
0.0,0.33776,0.018144,0.319616,
25.0,0.295808,0.200256,0.095552,
50.0,0.322016,0.207008,0.115008,
75.0,0.250368,0.250368,,
100.0,0.273184,0.170336,0.102848,
125.0,0.207488,0.188032,0.019456,
150.0,0.1808,0.1808,,
175.0,0.170528,0.1608,0.009728,
