bin_start,total,udp,rpl,forwarding
0.0,0.4176,0.1296,0.288,
25.0,0.170272,0.067424,0.102848,
50.0,0.353952,0.248672,0.10528,
75.0,0.209632,0.178016,0.031616,
100.0,0.176256,0.176256,,
125.0,0.268736,0.165888,0.102848,
150.0,0.232576,0.232576,,
175.0,0.236768,0.234336,0.002432,
