bin_start,total,udp,rpl,forwarding
0.0,0.536448,0.209536,0.326912,0.033696
25.0,0.432352,0.319776,0.112576,0.10128
50.0,0.578816,0.44192,0.136896,0.142368
75.0,0.334816,0.334816,,0.1832
100.0,0.89792,0.680064,0.217856,0.322976
125.0,0.565504,0.428608,0.136896,0.168608
150.0,0.72448,0.72448,,0.246656
175.0,0.400608,0.29776,0.102848,0.139392
