bin_start,total,udp,rpl,forwarding
0.0,0.373696,0.088128,0.285568,
25.0,0.155264,0.052416,0.102848,
50.0,0.377472,0.274624,0.102848,
75.0,0.198496,0.198496,,
100.0,0.508224,0.381056,0.127168,
125.0,0.340608,0.338176,0.002432,
150.0,0.225024,0.200704,0.02432,
175.0,0.242144,0.229984,0.01216,
