bin_start,total,udp,rpl,forwarding
0.0,0.3888,0.081344,0.307456,0.06032
25.0,0.294432,0.191584,0.102848,0.13936
50.0,0.341504,0.224064,0.11744,0.175808
75.0,0.171264,0.171264,,0.14496
100.0,0.303296,0.205312,0.097984,0.164096
125.0,0.191936,0.18464,0.007296,0.143616
150.0,0.114464,0.114464,,0.08464
175.0,0.304288,0.211168,0.09312,0.189216
