bin_start,total,udp,rpl,forwarding
0.0,0.36944,0.066848,0.302592,0.015008
25.0,0.25312,0.14784,0.10528,0.127104
50.0,0.341088,0.204192,0.136896,0.0976
75.0,0.390912,0.390912,,0.107296
100.0,0.550112,0.537952,0.01216,0.349472
125.0,0.590848,0.45152,0.139328,0.278496
150.0,0.395296,0.395296,,0.190976
175.0,0.307808,0.28592,0.021888,0.094464
