bin_start,total,udp,rpl,forwarding
0.0,0.381344,0.066592,0.314752,0.061408
25.0,0.205312,0.087872,0.11744,0.067968
50.0,0.394592,0.289312,0.10528,0.245696
75.0,0.248512,0.248512,,0.218688
100.0,0.26976,0.166912,0.102848,0.138016
125.0,0.256064,0.246336,0.009728,0.220032
150.0,0.278208,0.258752,0.019456,0.207904
175.0,0.231456,0.229024,0.002432,0.17568
