bin_start,total,udp,rpl,forwarding
0.0,0.438112,0.133088,0.305024,0.023328
25.0,0.49216,0.379584,0.112576,0.083392
50.0,0.526912,0.402176,0.124736,0.13664
75.0,0.392512,0.392512,,0.095552
100.0,0.543136,0.40624,0.136896,0.099104
125.0,0.490464,0.267744,0.22272,0.136224
150.0,0.42064,0.300768,0.119872,0.177856
175.0,0.551904,0.436896,0.115008,0.19904
