bin_start,tx,tx_estimated,tx_outcast,rx,rx_estimated,rx_outcast
30,3.1121220000000003,0.1673584,,0.6441330000000001,0.010559999999999998,
60,4.386075,0.33471680000000004,,0.934688,0.021119999999999996,
90,4.145746,0.430848,,0.848841,0.026399999999999996,
120,4.094545,0.3432176,,0.884576,0.021823999999999996,
150,3.9391910000000006,0.45781120000000003,,0.763641,0.027808,
180,2.383648999999999,0.2670096,,0.5145379999999998,0.016543999999999996,
