cacheTime,cacheHitMean,cacheHitSigma,model
1.100,0.092,0.09879271228182775,0.07556397357150313
2.200,0.164,0.12899612397277677,0.14541803304109135
3.300,0.288,0.2082306413571259,0.2099936422070574
4.400,0.294,0.1744706279005151,0.26968966174864273
5.500,0.352,0.20823064135712593,0.3248748128472637
6.600,0.432,0.16049922118191104,0.37588995464672914
7.700,0.47,0.19646882704388502,0.42305018961951335
8.800,0.508,0.1501998668441488,0.4666468098431882
9.900,0.506,0.21549941995281563,0.5069490962084744
