bin_start,tx,tx_estimated,tx_outcast,rx,rx_estimated,rx_outcast
30,0.680056,0.0134816,,0.12674600000000003,0.000704,
60,0.429285,0.09437120000000002,,0.27205899999999994,0.004927999999999999,
90,0.650569,0.0741488,,0.11429499999999998,0.003871999999999999,
120,0.44505099999999986,0.05392639999999999,,0.126734,0.0028159999999999995,
150,0.4197010000000003,0.08763040000000001,,0.12438800000000005,0.004575999999999999,
180,0.1527179999999997,0.05392639999999999,,0.09375599999999995,0.0028159999999999995,
