bin_start,tx,tx_estimated,tx_outcast,rx,rx_estimated,rx_outcast
30,0.19397600000000004,0.05279999999999998,,0.145931,0.010559999999999998,
60,0.14829199999999998,0.10559999999999992,,0.172433,0.02112000000000002,
90,0.28119899999999987,0.13199999999999992,,0.18526599999999993,0.026400000000000045,
120,0.1562880000000002,0.10911999999999991,,0.21283300000000005,0.021824000000000024,
150,0.1924079999999999,0.13903999999999997,,0.167798,0.02780800000000005,
180,0.11049299999999995,0.08271999999999995,,0.1264559999999999,0.016544,
