bin_start,tx,tx_estimated,tx_outcast,rx,rx_estimated,rx_outcast
30,3.1121220000000003,0.41352959999999994,,0.6441330000000001,0.10542400000000002,
60,4.386075,1.046936,,0.934688,0.3036,
90,4.145746,1.3095632000000001,,0.848841,0.373648,
120,4.094545,1.0997536,,0.884576,0.32260799999999995,
150,3.9391910000000006,1.4357728000000005,,0.763641,0.4153599999999999,
180,2.383648999999999,0.778976,,0.5145379999999998,0.218064,
