bin_start,tx,tx_estimated,tx_outcast,rx,rx_estimated,rx_outcast
30,0.5597660000000001,0.16067040000000002,,0.09629000000000001,0.050336000000000006,
60,0.893699,0.32380480000000017,,0.170634,0.11915199999999994,
90,1.182763,0.42064000000000024,,0.16575599999999996,0.1425599999999999,
120,1.182719,0.33054560000000016,,0.17489100000000002,0.11950399999999993,
150,1.1544859999999995,0.4490112000000002,,0.175539,0.1545279999999999,
180,0.7498480000000001,0.2589136000000001,,0.098796,0.084304,
