bin_start,dao_tx,dio_tx,dis_tx,mac_tx,ratio_dao,ratio_dis,ratio_dio
0.0,0.027136,0.1536,0.058656,0.089216,0.30416068866571017,0.6574605451936872,1.7216642754662839
25.0,0.013568,0.0768,,0.095968,0.14138046015338446,,0.800266755585195
50.0,0.013568,0.0768,,0.059775999999999996,0.22698072805139188,,1.284796573875803
75.0,,,,0.08505599999999999,,,
100.0,,0.0768,,0.067136,,,1.1439466158245948
125.0,0.013568,,,0.07161600000000001,0.18945487042001785,,
150.0,,,,0.06816000000000001,,,
175.0,,,,0.05888,,,
