dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.380086
,0.0768,,,,,7.879831
0.006784,,,,,,8.245527
,,,0.001696,53.0,1.0,8.28336
0.006784,,,,,,8.28336
,,,0.001856,58.0,1.0,11.023351
,,,0.001856,58.0,1.0,11.074162
,,,0.001856,58.0,1.0,11.123038
,,,0.001312,41.0,1.0,11.637678
,,,0.001696,53.0,1.0,12.627874
0.006784,,,,,,12.627874
,,,0.001696,53.0,1.0,12.678502
0.006784,,,,,,12.678502
,,,0.001312,41.0,1.0,12.867345
,,,0.001696,53.0,1.0,13.607549
0.006784,,,,,,13.607549
,0.0768,,,,,14.692333
,,,0.001312,41.0,1.0,14.972047
,,,0.001696,53.0,1.0,15.587225
0.006784,,,,,,15.587225
,,,0.001856,58.0,1.0,16.327245
,,,0.001856,58.0,1.0,16.817052
,,,0.001312,41.0,1.0,16.868107
0.006784,,,,,,16.914297
,,,0.001696,53.0,1.0,17.056738
0.006784,,,,,,17.056738
,,,0.001696,53.0,1.0,18.796575
0.006784,,,,,,18.796575
,,,0.001312,41.0,1.0,18.911046
,,,0.001696,53.0,1.0,19.651251
0.006784,,,,,,19.651251
,,,0.003712,58.0,2.0,20.394719
,,,0.001856,58.0,1.0,20.759862
,,,0.001856,58.0,1.0,21.24967
,,,0.001312,41.0,1.0,21.614019
,,,0.001856,58.0,1.0,21.66483
,,,0.001856,58.0,1.0,23.104374
,,,0.001696,53.0,1.0,23.155008
0.006784,,,,,,23.155008
,,,0.001696,53.0,1.0,23.202734
0.006784,,,,,,23.202734
,,,0.001312,41.0,1.0,23.250891
,,,0.001312,41.0,1.0,23.298191
,,,0.001312,41.0,1.0,24.468693
,,,0.001312,41.0,1.0,24.958546
,,,0.001312,41.0,1.0,26.573373
,,,0.001312,41.0,1.0,26.813206
,0.0768,,,,,28.278276
,,,0.002624,41.0,2.0,29.181004
,,,0.001312,41.0,1.0,29.421116
0.006784,,,,,,30.416095
,,,0.001856,58.0,1.0,30.536473
,,,0.001312,41.0,1.0,30.586675
,,,0.001696,53.0,1.0,30.63535
0.006784,,,,,,30.63535
,,,0.001856,58.0,1.0,31.401311
,,,0.001312,41.0,1.0,31.451513
,,,0.001856,58.0,1.0,31.766148
,,,0.001856,58.0,1.0,32.255986
,,,0.001696,53.0,1.0,32.306616
0.006784,,,,,,32.306616
,,,0.003712,58.0,2.0,32.624334
,,,0.001696,53.0,1.0,32.674993
0.006784,,,,,,32.674993
,,,0.001312,41.0,1.0,32.863963
,,,0.001312,41.0,1.0,33.853852
,,,0.001312,41.0,1.0,34.343632
,,,0.001312,41.0,1.0,34.708471
