dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.287112
,0.0768,,,,,9.970093
,,,0.00928,58.0,5.0,10.301294
0.006784,,,,,,11.484085
,,,0.007424,58.0,4.0,11.676843
,,,0.001312,41.0,1.0,11.727045
,,,0.006784,53.0,4.0,12.801814
0.006784,,,,,,12.801814
,,,0.005248,41.0,4.0,13.675471
,,,0.006784,53.0,4.0,14.175929
0.006784,,,,,,14.175929
,,,0.005248,41.0,4.0,15.174555
0.006784,,,,,,15.859288
,,,0.00848,53.0,5.0,16.053339
0.006784,,,,,,16.053339
,0.0768,,,,,16.587119
,,,0.005248,41.0,4.0,17.552026
,,,0.005248,41.0,4.0,19.051054
,,,0.007424,58.0,4.0,20.302165
,,,0.005248,41.0,4.0,21.800635
,,,0.001856,58.0,1.0,21.851465
,,,0.006784,53.0,4.0,22.301081
0.006784,,,,,,22.301081
,,,0.00656,41.0,5.0,23.052698
,,,0.005248,41.0,4.0,25.051692
,,,0.005248,41.0,4.0,27.925684
,,,0.00656,41.0,5.0,29.177668
,,,0.007424,58.0,4.0,30.303831
,,,0.005248,41.0,4.0,31.552271
,,,0.001856,58.0,1.0,31.603082
0.006784,,,,,,32.757509
,,,0.006784,53.0,4.0,33.427728
0.006784,,,,,,33.427728
,,,0.001312,41.0,1.0,33.477931
,0.0768,,,,,33.541198
,,,0.005248,41.0,4.0,35.551447
,,,0.007424,58.0,4.0,40.677579
,,,0.00512,32.0,5.0,42.302581
,,,0.006784,53.0,4.0,44.178414
0.006784,,,,,,44.178414
,,,0.001312,41.0,1.0,44.228656
,,,0.001856,58.0,1.0,44.276544
,,,0.004096,32.0,4.0,44.675836
,,,0.001312,41.0,1.0,44.726038
,,,0.00656,41.0,5.0,45.053094
,,,0.004096,32.0,4.0,46.550867
,,,0.00656,41.0,5.0,47.178136
,,,0.004096,32.0,4.0,48.300915
,,,0.00656,41.0,5.0,49.178157
,,,0.004096,32.0,4.0,50.425929
,,,0.001856,58.0,1.0,50.476741
,,,0.00656,41.0,5.0,52.428187
,,,0.001856,58.0,1.0,52.478999
,,,0.004096,32.0,4.0,53.425959
,,,0.001312,41.0,1.0,53.47616
,0.0768,,,,,54.13112
0.006784,,,,,,58.164705
,,,0.00656,41.0,5.0,59.553218
,,,0.001024,32.0,1.0,59.6031
,,,0.006784,53.0,4.0,60.053689
0.006784,,,,,,60.053689
,,,0.001696,53.0,1.0,60.104353
0.006784,,,,,,60.104353
,,,0.001024,32.0,1.0,60.1513
,,,0.004096,32.0,4.0,60.426081
,,,0.005568,58.0,3.0,60.924023
,,,0.006144,32.0,6.0,62.30161
,,,0.00512,32.0,5.0,64.677333
,,,0.007424,58.0,4.0,65.67718
,,,0.001312,41.0,1.0,65.727381
,,,0.005248,41.0,4.0,66.050653
,,,0.00512,32.0,5.0,66.301081
,,,0.005248,41.0,4.0,68.050378
,,,0.00512,32.0,5.0,68.300806
,,,0.00656,41.0,5.0,69.178095
,,,0.004096,32.0,4.0,70.425867
,,,0.001856,58.0,1.0,70.476679
,,,0.00656,41.0,5.0,71.553136
,,,0.007424,58.0,4.0,71.929286
,,,0.004096,32.0,4.0,73.301538
,,,0.005248,41.0,4.0,73.925836
,,,0.00512,32.0,5.0,74.301264
,,,0.005248,41.0,4.0,75.175561
,,,0.00512,32.0,5.0,76.30099
,,,0.00656,41.0,5.0,77.178248
,,,0.004096,32.0,4.0,78.301019
,,,0.00656,41.0,5.0,79.178278
,,,0.005568,58.0,3.0,80.425912
,,,0.001024,32.0,1.0,80.475842
,,,0.00512,32.0,5.0,82.300806
,,,0.00656,41.0,5.0,83.303094
,,,0.007424,58.0,4.0,83.804164
,,,0.001312,41.0,1.0,83.854395
,,,0.004096,32.0,4.0,84.301416
,,,0.00512,32.0,5.0,86.302165
,,,0.004096,32.0,4.0,88.300257
,,,0.00512,32.0,5.0,90.425989
,,,0.001856,58.0,1.0,90.476817
,,,0.00656,41.0,5.0,97.303247
,,,0.004096,32.0,4.0,97.67602
,,,0.003712,58.0,2.0,97.730322
,,,0.001312,41.0,1.0,97.777614
,,,0.00656,41.0,5.0,98.303278
,,,0.001024,32.0,1.0,98.353175
,,,0.001312,41.0,1.0,98.400494
,,,0.004096,32.0,4.0,99.801051
,,,0.001312,41.0,1.0,99.851282
,,,0.003712,58.0,2.0,100.420496
,,,0.001024,32.0,1.0,100.470362
,0.0768,,,,,104.356372
,,,0.007168,32.0,7.0,107.925714
,,,0.001312,41.0,1.0,107.975915
,,,0.00512,32.0,5.0,109.176447
,,,0.005248,41.0,4.0,109.800745
,,,0.001024,32.0,1.0,109.850611
,,,0.006784,53.0,4.0,110.426204
0.006784,,,,,,110.426204
,,,0.001312,41.0,1.0,110.476404
,,,0.00512,32.0,5.0,111.426264
,,,0.001024,32.0,1.0,111.476129
,,,0.007424,58.0,4.0,112.052698
,,,0.00512,32.0,5.0,112.677606
,,,0.004096,32.0,4.0,114.300745
,,,0.007424,58.0,4.0,116.177165
,,,0.001312,41.0,1.0,116.227381
,,,0.00512,32.0,5.0,117.302068
,,,0.005248,41.0,4.0,117.676446
,,,0.001312,41.0,1.0,117.726648
,,,0.004096,32.0,4.0,118.29925
,,,0.00656,41.0,5.0,119.176507
,,,0.004096,32.0,4.0,120.42428
,,,0.001856,58.0,1.0,120.475092
,,,0.00928,58.0,5.0,121.429194
,,,0.001312,41.0,1.0,121.479394
,,,0.004096,32.0,4.0,122.676447
,,,0.005248,41.0,4.0,123.300744
,,,0.00512,32.0,5.0,124.551172
,,,0.005248,41.0,4.0,125.175471
0.006784,,,,,,126.164566
,,,0.006784,53.0,4.0,126.425928
0.006784,,,,,,126.425928
,,,0.001024,32.0,1.0,126.475844
,,,0.005248,41.0,4.0,127.799555
,,,0.006144,32.0,6.0,128.552637
,,,0.005248,41.0,4.0,129.302026
,,,0.00512,32.0,5.0,130.552485
,,,0.001856,58.0,1.0,130.603296
,,,0.005248,41.0,4.0,132.051782
,,,0.001856,58.0,1.0,132.102595
,,,0.00512,32.0,5.0,132.67721
,,,0.005248,41.0,4.0,133.051569
,,,0.00512,32.0,5.0,135.051997
,,,0.001312,41.0,1.0,135.102209
,,,0.004096,32.0,4.0,136.300082
,,,0.00656,41.0,5.0,137.302331
,,,0.004096,32.0,4.0,138.300104
,,,0.00656,41.0,5.0,139.177362
,,,0.007424,58.0,4.0,140.553462
,,,0.004096,32.0,4.0,142.300807
,,,0.007424,58.0,4.0,142.802241
,,,0.001024,32.0,1.0,142.852107
,,,0.005248,41.0,4.0,143.925684
,,,0.00656,41.0,5.0,144.427637
,,,0.001024,32.0,1.0,144.477533
,,,0.005248,41.0,4.0,145.301641
,,,0.00512,32.0,5.0,146.302165
,,,0.005248,41.0,4.0,147.301477
,,,0.004096,32.0,4.0,148.299249
,,,0.00656,41.0,5.0,149.051508
,,,0.004096,32.0,4.0,150.424281
,,,0.001856,58.0,1.0,150.475092
,,,0.00656,41.0,5.0,151.676569
,,,0.001856,58.0,1.0,151.72738
,,,0.00512,32.0,5.0,152.301997
,,,0.005248,41.0,4.0,153.676294
,,,0.00656,41.0,5.0,158.178248
,,,0.004096,32.0,4.0,158.55102
,,,0.001312,41.0,1.0,158.601221
,,,0.00656,41.0,5.0,162.428277
,,,0.004096,32.0,4.0,162.801051
,,,0.001856,58.0,1.0,162.851893
,,,0.005248,41.0,4.0,163.30036
,,,0.00512,32.0,5.0,164.050775
,,,0.001856,58.0,1.0,164.101618
,,,0.001312,41.0,1.0,164.14892
,,,0.00512,32.0,5.0,165.426509
,,,0.001312,41.0,1.0,165.476709
,,,0.00512,32.0,5.0,166.30224
,,,0.005248,41.0,4.0,167.051568
,,,0.00512,32.0,5.0,168.301996
,,,0.005248,41.0,4.0,169.551295
,,,0.007424,58.0,4.0,174.55244
,,,0.001312,41.0,1.0,174.602656
,,,0.001856,58.0,1.0,174.650585
,,,0.001024,32.0,1.0,174.698451
,,,0.001312,41.0,1.0,174.745752
,,,0.00512,32.0,5.0,175.927332
,,,0.005248,41.0,4.0,176.42663
,,,0.001024,32.0,1.0,176.476536
,,,0.005248,41.0,4.0,177.175653
,,,0.00512,32.0,5.0,178.301081
,,,0.005248,41.0,4.0,179.17536
,,,0.007424,58.0,4.0,180.426416
,,,0.001024,32.0,1.0,180.476282
,,,0.00656,41.0,5.0,182.052856
,,,0.007424,58.0,4.0,182.929011
,,,0.004096,32.0,4.0,183.301295
,,,0.005248,41.0,4.0,183.675637
,,,0.00512,32.0,5.0,184.301054
,,,0.005248,41.0,4.0,185.17536
,,,0.00512,32.0,5.0,186.300776
,,,0.00656,41.0,5.0,187.803034
,,,0.004096,32.0,4.0,188.300837
,,,0.00656,41.0,5.0,189.053095
,,,0.007424,58.0,4.0,190.804225
,,,0.001024,32.0,1.0,190.85409
,,,0.005248,41.0,4.0,191.302698
,,,0.001856,58.0,1.0,191.35352
,,,0.004096,32.0,4.0,192.300471
,,,0.00656,41.0,5.0,193.177729
,,,0.004096,32.0,4.0,194.300502
,,,0.00656,41.0,5.0,195.177759
,,,0.004096,32.0,4.0,196.550532
,,,0.00656,41.0,5.0,197.177789
,,,0.004096,32.0,4.0,198.300562
,,,0.00656,41.0,5.0,199.05282
