dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,2.149254
,0.0768,,,,,10.973018
,,,0.033408,58.0,18.0,11.301699
0.006784,,,,,,11.95576
,,,0.006784,53.0,4.0,12.176515
0.006784,,,,,,12.176515
,,,0.006784,53.0,4.0,15.551606
0.006784,,,,,,15.551606
0.006784,,,,,,15.600694
,,,0.006784,53.0,4.0,15.676699
0.006784,,,,,,15.676699
,,,0.007424,58.0,4.0,16.177432
,0.0768,,,,,16.808777
,,,0.006784,53.0,4.0,19.92737
0.006784,,,,,,19.92737
,,,0.007424,58.0,4.0,21.053102
,,,0.007424,58.0,4.0,21.178682
,,,0.005248,41.0,4.0,27.177155
,,,0.005248,41.0,4.0,29.051148
0.006784,,,,,,30.916678
,,,0.00656,41.0,5.0,31.053102
,,,0.007424,58.0,4.0,31.929238
,,,0.005088,53.0,3.0,32.425813
0.006784,,,,,,32.425813
,,,0.001856,58.0,1.0,32.476625
,,,0.00656,41.0,5.0,32.927399
,0.0768,,,,,33.636895
,,,0.005248,41.0,4.0,34.926392
,,,0.005248,41.0,4.0,37.050386
,,,0.006784,53.0,4.0,38.800843
0.006784,,,,,,38.800843
,,,0.007424,58.0,4.0,41.676562
,,,0.007424,58.0,4.0,45.802126
,,,0.001312,41.0,1.0,45.852327
,,,0.005248,41.0,4.0,46.3006
,,,0.005248,41.0,4.0,47.049592
,,,0.00656,41.0,5.0,49.051559
,,,0.005248,41.0,4.0,51.050538
,,,0.007424,58.0,4.0,51.426606
,,,0.001856,58.0,1.0,51.477418
,,,0.00656,41.0,5.0,53.05304
,,,0.005248,41.0,4.0,55.052051
0.006784,,,,,,56.572909
,,,0.006784,53.0,4.0,57.051088
0.006784,,,,,,57.051088
,,,0.001312,41.0,1.0,57.10129
,,,0.00656,41.0,5.0,59.052674
,,,0.007424,58.0,4.0,61.178821
,,,0.004096,32.0,4.0,63.176027
,0.0768,,,,,64.845067
,,,0.007424,58.0,4.0,65.177432
,,,0.005248,41.0,4.0,65.925904
,,,0.00656,41.0,5.0,66.552858
,,,0.003072,32.0,3.0,66.608064
,,,0.005248,41.0,4.0,66.926874
,,,0.00512,32.0,5.0,67.177294
,,,0.006784,53.0,4.0,67.55304
0.006784,,,,,,67.55304
,,,0.005248,41.0,4.0,69.051667
,,,0.00512,32.0,5.0,69.427094
,,,0.007424,58.0,4.0,71.178543
,,,0.001312,41.0,1.0,71.22876
,,,0.004096,32.0,4.0,73.050752
,,,0.001856,58.0,1.0,73.101595
,,,0.00656,41.0,5.0,74.55301
,,,0.001024,32.0,1.0,74.602915
,,,0.005248,41.0,4.0,75.052052
,,,0.00512,32.0,5.0,75.427461
,,,0.005248,41.0,4.0,77.051758
,,,0.00512,32.0,5.0,77.427186
,,,0.005248,41.0,4.0,79.051484
,,,0.004096,32.0,4.0,79.424256
,,,0.00656,41.0,5.0,81.051515
,,,0.001856,58.0,1.0,81.102327
,,,0.004096,32.0,4.0,81.299287
,,,0.00928,58.0,5.0,81.804238
,,,0.005248,41.0,4.0,83.052674
,,,0.004096,32.0,4.0,83.175452
,,,0.00656,41.0,5.0,85.17771
,,,0.001024,32.0,1.0,85.227601
,,,0.005248,41.0,4.0,87.051701
,,,0.00512,32.0,5.0,87.177125
,,,0.005248,41.0,4.0,88.926423
,,,0.005248,41.0,4.0,91.800416
,,,0.001024,32.0,1.0,91.850313
,,,0.007424,58.0,4.0,93.176514
,,,0.001856,58.0,1.0,93.227326
,,,0.00656,41.0,5.0,93.677949
,,,0.001024,32.0,1.0,93.727845
,,,0.005248,41.0,4.0,95.051958
,,,0.00512,32.0,5.0,95.1774
,,,0.005248,41.0,4.0,97.051698
,,,0.00512,32.0,5.0,97.177126
,,,0.005248,41.0,4.0,98.926423
,,,0.002048,32.0,2.0,99.168889
,0.0768,,,,,108.709382
,,,0.02784,58.0,15.0,114.929126
,,,0.001312,41.0,1.0,114.976412
,,,0.004096,32.0,4.0,115.55124
,,,0.001312,41.0,1.0,115.601472
,,,0.004096,32.0,4.0,116.299317
,,,0.00656,41.0,5.0,116.551576
,,,0.00512,32.0,5.0,117.052022
,,,0.001312,41.0,1.0,117.102238
,,,0.004096,32.0,4.0,118.175081
,,,0.001024,32.0,1.0,118.224977
,,,0.001312,41.0,1.0,118.272291
,,,0.00512,32.0,5.0,119.550813
,,,0.001312,41.0,1.0,119.601014
,,,0.00656,41.0,5.0,121.678072
,,,0.007424,58.0,4.0,122.179238
,,,0.001024,32.0,1.0,122.229127
,,,0.005568,58.0,3.0,122.801282
,,,0.007872,41.0,6.0,123.180696
,,,0.001024,32.0,1.0,123.230592
,,,0.003936,41.0,3.0,124.926736
,,,0.00512,32.0,5.0,125.427155
0.006784,,,,,,125.494783
,,,0.006784,53.0,4.0,125.552919
0.006784,,,,,,125.552919
,,,0.005248,41.0,4.0,127.051575
,,,0.00512,32.0,5.0,127.551285
,,,0.005248,41.0,4.0,129.050568
,,,0.00512,32.0,5.0,129.176007
,,,0.007424,58.0,4.0,134.677399
,,,0.001024,32.0,1.0,134.727266
,,,0.007424,58.0,4.0,135.427988
,,,0.001312,41.0,1.0,135.478211
,,,0.005248,41.0,4.0,136.051461
,,,0.001024,32.0,1.0,136.10135
,,,0.005248,41.0,4.0,136.925452
,,,0.00512,32.0,5.0,137.175873
,,,0.00656,41.0,5.0,139.053132
,,,0.004096,32.0,4.0,139.425904
,,,0.00512,32.0,5.0,141.301636
,,,0.001856,58.0,1.0,141.352448
,,,0.00512,32.0,5.0,143.427369
,,,0.007424,58.0,4.0,143.803743
,,,0.001312,41.0,1.0,143.853944
,,,0.005248,41.0,4.0,145.552217
,,,0.001024,32.0,1.0,145.602114
,,,0.005248,41.0,4.0,147.051209
,,,0.00512,32.0,5.0,147.176636
,,,0.005248,41.0,4.0,149.300935
,,,0.00512,32.0,5.0,149.676363
,,,0.005248,41.0,4.0,151.050661
,,,0.001856,58.0,1.0,151.101472
,,,0.00512,32.0,5.0,151.301087
,,,0.007424,58.0,4.0,151.802461
,,,0.005248,41.0,4.0,153.050935
,,,0.00512,32.0,5.0,153.176362
,,,0.005248,41.0,4.0,155.050661
,,,0.00512,32.0,5.0,155.176088
,,,0.005248,41.0,4.0,157.175385
,,,0.001024,32.0,1.0,157.225251
,,,0.00656,41.0,5.0,159.052338
,,,0.004096,32.0,4.0,159.175141
,,,0.00656,41.0,5.0,161.052399
,,,0.001856,58.0,1.0,161.103212
,,,0.004096,32.0,4.0,161.550203
,,,0.001856,58.0,1.0,161.601014
,,,0.00656,41.0,5.0,163.677461
,,,0.001024,32.0,1.0,163.727362
,,,0.004096,32.0,4.0,165.175233
,,,0.00512,32.0,5.0,167.550966
,,,0.007424,58.0,4.0,175.55237
,,,0.00512,32.0,5.0,176.302294
,,,0.004096,32.0,4.0,177.550355
,,,0.001312,41.0,1.0,177.600568
,,,0.001856,58.0,1.0,177.648468
,,,0.005248,41.0,4.0,178.049653
,,,0.001312,41.0,1.0,178.099878
,,,0.001024,32.0,1.0,178.146877
,,,0.001312,41.0,1.0,178.194166
,,,0.00656,41.0,5.0,179.051607
,,,0.00512,32.0,5.0,179.552051
,,,0.005248,41.0,4.0,181.051331
,,,0.001856,58.0,1.0,181.102143
,,,0.007424,58.0,4.0,184.677431
,,,0.002624,41.0,2.0,184.730591
,,,0.00512,32.0,5.0,185.427339
,,,0.001024,32.0,1.0,185.477223
,,,0.005248,41.0,4.0,185.801637
,,,0.005248,41.0,4.0,186.92563
,,,0.00512,32.0,5.0,187.176057
,,,0.007424,58.0,4.0,195.427462
,,,0.001856,58.0,1.0,195.478273
,,,0.005248,41.0,4.0,195.800935
,,,0.001312,41.0,1.0,195.851136
,,,0.00512,32.0,5.0,196.301362
,,,0.005248,41.0,4.0,196.67566
,,,0.00512,32.0,5.0,197.051088
,,,0.001312,41.0,1.0,197.101289
