dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.393369
,0.0768,,,,,12.607733
,,,0.06496,58.0,35.0,15.512535
0.006784,,,,,,15.942172
,,,0.006784,53.0,4.0,16.012338
0.006784,,,,,,16.012338
,,,0.005568,58.0,3.0,20.509562
,,,0.00512,32.0,5.0,21.509464
0.006784,,,,,,22.348419
,,,0.006784,53.0,4.0,22.635227
0.006784,,,,,,22.635227
,0.0768,,,,,22.740528
,0.0768,,,,,33.123523
0.006784,,,,,,35.25468
,,,0.045056,32.0,44.0,36.261215
,,,0.001856,58.0,1.0,36.309115
,,,0.004096,32.0,4.0,37.134128
,,,0.00512,32.0,5.0,37.88486
,,,0.001696,53.0,1.0,37.936313
0.006784,,,,,,37.936313
,,,0.001024,32.0,1.0,37.983279
,,,0.001024,32.0,1.0,38.0311
,,,0.00512,32.0,5.0,39.635592
,,,0.007424,58.0,4.0,40.512048
,,,0.004096,32.0,4.0,41.50925
,,,0.00512,32.0,5.0,43.509982
,,,0.00512,32.0,5.0,45.510745
,,,0.004096,32.0,4.0,47.508823
,,,0.00512,32.0,5.0,49.509562
,,,0.007424,58.0,4.0,50.635928
,,,0.00512,32.0,5.0,51.510837
,,,0.004096,32.0,4.0,53.508915
,,,0.00512,32.0,5.0,55.634647
,0.0768,,,,,57.3499
,,,0.007424,58.0,4.0,65.63602
,,,0.001024,32.0,1.0,65.686312
,,,0.00512,32.0,5.0,66.13596
,,,0.001024,32.0,1.0,66.186312
0.006784,,,,,,66.340603
,,,0.006784,53.0,4.0,66.511722
0.006784,,,,,,66.511722
,,,0.004096,32.0,4.0,67.509145
,,,0.00512,32.0,5.0,69.509861
,,,0.007424,58.0,4.0,70.636294
,,,0.026624,32.0,26.0,78.135259
,,,0.00512,32.0,5.0,79.510836
,,,0.007424,58.0,4.0,80.762271
,,,0.004096,32.0,4.0,81.509524
,,,0.023552,32.0,23.0,96.885121
,,,0.001856,58.0,1.0,96.933871
,,,0.00512,32.0,5.0,97.510746
,,,0.001024,32.0,1.0,97.561038
,,,0.001024,32.0,1.0,97.608004
,,,0.004096,32.0,4.0,98.008822
,,,0.00512,32.0,5.0,99.509565
,,,0.007424,58.0,4.0,100.635928
,,,0.00512,32.0,5.0,101.510836
,,,0.004096,32.0,4.0,103.508914
,,,0.00512,32.0,5.0,105.634647
,,,0.007424,58.0,4.0,113.886051
,,,0.00512,32.0,5.0,114.26096
,,,0.001024,32.0,1.0,114.311313
,0.0768,,,,,115.392697
,,,0.004096,32.0,4.0,115.634037
,,,0.00512,32.0,5.0,117.509769
,,,0.004096,32.0,4.0,119.632877
,,,0.00928,58.0,5.0,120.637743
,,,0.004096,32.0,4.0,121.509982
,,,0.00512,32.0,5.0,123.885728
,,,0.004096,32.0,4.0,125.758792
,,,0.00512,32.0,5.0,128.009524
0.006784,,,,,,132.246855
,,,0.007424,58.0,4.0,132.760959
,,,0.002048,32.0,2.0,132.813972
,,,0.006784,53.0,4.0,133.260867
0.006784,,,,,,133.260867
,,,0.00512,32.0,5.0,133.510959
,,,0.004096,32.0,4.0,135.509036
,,,0.00512,32.0,5.0,137.509768
,,,0.004096,32.0,4.0,139.632876
,,,0.00928,58.0,5.0,140.637758
,,,0.004096,32.0,4.0,141.509982
,,,0.00512,32.0,5.0,143.635728
,,,0.004096,32.0,4.0,145.508793
,,,0.00512,32.0,5.0,147.509524
,,,0.007424,58.0,4.0,152.510898
,,,0.001024,32.0,1.0,152.561198
,,,0.00512,32.0,5.0,153.760812
,,,0.004096,32.0,4.0,155.508883
,,,0.00512,32.0,5.0,157.509616
,,,0.007424,58.0,4.0,162.01105
,,,0.001024,32.0,1.0,162.061473
,,,0.00512,32.0,5.0,163.51096
,,,0.004096,32.0,4.0,165.509036
,,,0.00512,32.0,5.0,167.509768
,,,0.004096,32.0,4.0,169.632877
,,,0.00928,58.0,5.0,170.637759
,,,0.004096,32.0,4.0,171.510012
,,,0.00512,32.0,5.0,173.510745
,,,0.004096,32.0,4.0,175.758822
,,,0.00512,32.0,5.0,178.009562
,,,0.007424,58.0,4.0,183.135928
,,,0.001024,32.0,1.0,183.186313
,,,0.00512,32.0,5.0,183.510837
,,,0.004096,32.0,4.0,185.508915
,,,0.00512,32.0,5.0,187.509647
,,,0.007424,58.0,4.0,192.26102
,,,0.001024,32.0,1.0,192.311313
,,,0.00512,32.0,5.0,193.510959
,,,0.004096,32.0,4.0,195.509037
,,,0.00512,32.0,5.0,197.509768
,,,0.004096,32.0,4.0,199.632877
