dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.170292
,0.0768,,,,,7.532944
,,,0.001024,32.0,1.0,8.167103
0.006784,,,,,,9.617386
,,,0.001696,53.0,1.0,9.657612
0.006784,,,,,,9.657612
,,,0.001024,32.0,1.0,10.271779
,,,0.001856,58.0,1.0,10.637471
,,,0.001856,58.0,1.0,10.68924
,,,0.001856,58.0,1.0,11.502339
,,,0.001856,58.0,1.0,12.367208
,,,0.001312,41.0,1.0,12.417424
,,,0.001024,32.0,1.0,12.464405
,,,0.001696,53.0,1.0,12.512135
0.006784,,,,,,12.512135
,,,0.001696,53.0,1.0,12.981863
0.006784,,,,,,12.981863
,0.0768,,,,,13.072014
,,,0.001312,41.0,1.0,13.971359
,,,0.001024,32.0,1.0,14.335872
,,,0.001696,53.0,1.0,14.38653
0.006784,,,,,,14.38653
,,,0.001312,41.0,1.0,15.826009
0.006784,,,,,,16.01587
,,,0.001696,53.0,1.0,16.441218
0.006784,,,,,,16.441218
,,,0.001696,53.0,1.0,16.491871
0.006784,,,,,,16.491871
,,,0.001696,53.0,1.0,16.539601
0.006784,,,,,,16.539601
,,,0.001696,53.0,1.0,16.587331
0.006784,,,,,,16.587331
,,,0.001024,32.0,1.0,17.430836
,,,0.001856,58.0,1.0,17.481649
,,,0.001312,41.0,1.0,17.796035
,,,0.001024,32.0,1.0,18.285523
,,,0.001312,41.0,1.0,19.275654
,,,0.003392,53.0,2.0,20.019184
0.006784,,,,,,20.019184
,,,0.001024,32.0,1.0,20.258626
,,,0.001856,58.0,1.0,20.499288
,,,0.001856,58.0,1.0,20.550099
,,,0.001856,58.0,1.0,21.114125
,,,0.001856,58.0,1.0,21.228962
,,,0.001312,41.0,1.0,22.093282
,,,0.001856,58.0,1.0,22.458648
,,,0.001024,32.0,1.0,22.50858
,,,0.003392,53.0,2.0,22.560566
0.006784,,,,,,22.560566
,,,0.001312,41.0,1.0,23.322974
,,,0.001024,32.0,1.0,24.187489
,,,0.001312,41.0,1.0,27.052632
,,,0.001024,32.0,1.0,27.102529
,,,0.001312,41.0,1.0,27.417503
,0.0768,,,,,28.457552
,,,0.001312,41.0,1.0,28.782307
,,,0.001024,32.0,1.0,28.83318
,,,0.001312,41.0,1.0,29.272144
,,,0.001312,41.0,1.0,29.637013
,,,0.001856,58.0,1.0,30.502369
,,,0.001024,32.0,1.0,30.553182
,,,0.001856,58.0,1.0,31.367207
,,,0.001312,41.0,1.0,31.417425
,,,0.001312,41.0,1.0,32.10653
,,,0.001856,58.0,1.0,32.157369
,,,0.001856,58.0,1.0,32.206197
,,,0.001024,32.0,1.0,32.346058
,,,0.001696,53.0,1.0,32.711567
0.006784,,,,,,32.711567
,,,0.001856,58.0,1.0,33.076557
,,,0.001312,41.0,1.0,33.126759
,,,0.001696,53.0,1.0,33.941243
0.006784,,,,,,33.941243
,,,0.001312,41.0,1.0,33.991444
,,,0.001024,32.0,1.0,34.180837
,,,0.002624,41.0,2.0,35.048949
,,,0.001312,41.0,1.0,35.78905
,,,0.001024,32.0,1.0,36.278585
,,,0.001312,41.0,1.0,37.143726
,,,0.001024,32.0,1.0,38.258259
,,,0.001696,53.0,1.0,38.998768
0.006784,,,,,,38.998768
,,,0.001024,32.0,1.0,40.362934
,,,0.001856,58.0,1.0,40.853596
,,,0.001856,58.0,1.0,40.904408
,,,0.001856,58.0,1.0,41.968435
,,,0.001024,32.0,1.0,42.207448
,,,0.001312,41.0,1.0,42.572605
,,,0.001024,32.0,1.0,44.437123
,,,0.001696,53.0,1.0,44.487751
0.006784,,,,,,44.487751
,,,0.001312,41.0,1.0,44.535024
,,,0.003712,58.0,2.0,44.587299
,,,0.001312,41.0,1.0,44.927326
,,,0.001312,41.0,1.0,45.167227
,,,0.001312,41.0,1.0,45.217432
,,,0.001856,58.0,1.0,46.407551
,,,0.001312,41.0,1.0,46.458648
,,,0.001024,32.0,1.0,46.505635
,,,0.001312,41.0,1.0,46.89687
,,,0.001312,41.0,1.0,46.947942
,,,0.001312,41.0,1.0,47.261707
,,,0.001312,41.0,1.0,47.312794
,,,0.001024,32.0,1.0,48.251241
,,,0.001312,41.0,1.0,48.491384
,,,0.001312,41.0,1.0,49.106221
,,,0.001312,41.0,1.0,49.471059
,,,0.002048,32.0,2.0,50.213245
,,,0.001856,58.0,1.0,50.264057
,,,0.001312,41.0,1.0,50.828663
,,,0.001856,58.0,1.0,50.879476
,,,0.001312,41.0,1.0,51.318501
,,,0.001856,58.0,1.0,52.183889
,,,0.001856,58.0,1.0,52.234699
,,,0.001024,32.0,1.0,52.281666
,,,0.001312,41.0,1.0,52.673176
,,,0.001856,58.0,1.0,52.723995
,,,0.001312,41.0,1.0,53.16305
,,,0.001312,41.0,1.0,53.777851
,,,0.001312,41.0,1.0,53.828908
,0.0768,,,,,53.876569
,,,0.002048,32.0,2.0,54.520039
,,,0.001312,41.0,1.0,55.260473
,,,0.001024,32.0,1.0,56.249989
,,,0.001696,53.0,1.0,57.740499
0.006784,,,,,,57.740499
,,,0.001312,41.0,1.0,57.790699
,,,0.001024,32.0,1.0,58.729665
,,,0.001312,41.0,1.0,59.344808
,,,0.001312,41.0,1.0,59.834644
,,,0.001696,53.0,1.0,60.82488
0.006784,,,,,,60.82488
,,,0.001696,53.0,1.0,60.875508
0.006784,,,,,,60.875508
0.006784,,,,,,60.985973
,,,0.001312,41.0,1.0,61.43935
,,,0.001024,32.0,1.0,61.489216
,,,0.001856,58.0,1.0,61.537099
,,,0.001312,41.0,1.0,61.585286
,,,0.001856,58.0,1.0,61.633198
,,,0.001696,53.0,1.0,61.681812
0.006784,,,,,,61.681812
,,,0.001856,58.0,1.0,61.729726
,,,0.001024,32.0,1.0,62.553925
,,,0.001312,41.0,1.0,62.604172
,,,0.001312,41.0,1.0,63.294056
,,,0.001024,32.0,1.0,64.283589
,,,0.001312,41.0,1.0,65.273731
,,,0.001856,58.0,1.0,65.325489
,,,0.003712,58.0,2.0,66.017567
,,,0.001312,41.0,1.0,66.38216
,,,0.001312,41.0,1.0,66.433186
,,,0.001312,41.0,1.0,66.480488
,,,0.002048,32.0,2.0,66.53011
,,,0.002624,41.0,2.0,66.874959
,,,0.001312,41.0,1.0,67.240082
,,,0.00656,41.0,5.0,67.302123
,,,0.001312,41.0,1.0,67.349416
,,,0.001696,53.0,1.0,67.73028
0.006784,,,,,,67.73028
,,,0.001312,41.0,1.0,68.719756
,,,0.001024,32.0,1.0,68.769642
,,,0.007872,41.0,6.0,68.832631
,,,0.001312,41.0,1.0,69.334584
,,,0.001312,41.0,1.0,69.384784
,,,0.001312,41.0,1.0,69.574452
,,,0.001024,32.0,1.0,70.313984
,,,0.001856,58.0,1.0,70.364797
,,,0.001312,41.0,1.0,70.804127
,,,0.001856,58.0,1.0,70.854939
,,,0.003712,58.0,2.0,71.671461
,,,0.001312,41.0,1.0,71.721669
,,,0.001312,41.0,1.0,71.76897
,,,0.00928,58.0,5.0,72.050527
,,,0.001024,32.0,1.0,72.289787
,,,0.001312,41.0,1.0,73.404935
,,,0.001856,58.0,1.0,73.456593
,,,0.001312,41.0,1.0,73.894794
,,,0.001312,41.0,1.0,74.134633
,,,0.001024,32.0,1.0,74.249165
,,,0.001312,41.0,1.0,74.364307
,,,0.001312,41.0,1.0,74.85417
,,,0.001312,41.0,1.0,74.904379
,,,0.001312,41.0,1.0,75.343984
,,,0.001312,41.0,1.0,75.394184
,,,0.001312,41.0,1.0,75.583821
,,,0.001024,32.0,1.0,76.198354
,,,0.001312,41.0,1.0,76.563496
,,,0.001312,41.0,1.0,78.428394
,,,0.001312,41.0,1.0,78.478596
,,,0.001312,41.0,1.0,78.525906
,,,0.001024,32.0,1.0,78.573719
,,,0.005248,41.0,4.0,78.629902
,,,0.001312,41.0,1.0,79.668263
,,,0.001312,41.0,1.0,79.718464
,,,0.001312,41.0,1.0,79.765766
,,,0.001856,58.0,1.0,80.28365
,,,0.001024,32.0,1.0,80.3344
,,,0.003712,58.0,2.0,80.651936
,,,0.001312,41.0,1.0,80.703083
,,,0.001312,41.0,1.0,81.391529
,,,0.001856,58.0,1.0,81.881886
,,,0.001312,41.0,1.0,81.933063
,,,0.001856,58.0,1.0,81.980977
,,,0.001024,32.0,1.0,82.245906
,,,0.001312,41.0,1.0,82.361043
,,,0.001312,41.0,1.0,83.10088
,,,0.001312,41.0,1.0,83.715717
,,,0.001312,41.0,1.0,83.765919
,,,0.001856,58.0,1.0,84.581075
,,,0.001312,41.0,1.0,84.631306
,,,0.001024,32.0,1.0,84.679157
,,,0.001312,41.0,1.0,85.445393
,,,0.001312,41.0,1.0,85.49563
,,,0.001312,41.0,1.0,85.542927
,,,0.001024,32.0,1.0,86.184936
,,,0.001312,41.0,1.0,86.550068
,,,0.001312,41.0,1.0,87.289925
,,,0.001312,41.0,1.0,87.340138
,,,0.001024,32.0,1.0,88.27947
,,,0.001312,41.0,1.0,88.394582
,,,0.001312,41.0,1.0,89.134419
,,,0.001024,32.0,1.0,90.24896
,,,0.001856,58.0,1.0,90.299794
,,,0.001312,41.0,1.0,90.739094
,,,0.001312,41.0,1.0,92.103932
,,,0.001024,32.0,1.0,92.343476
,,,0.001856,58.0,1.0,93.459156
,,,0.001856,58.0,1.0,93.509969
,,,0.001312,41.0,1.0,94.073444
,,,0.001312,41.0,1.0,94.123646
,,,0.001024,32.0,1.0,94.31299
,,,0.001312,41.0,1.0,97.55312
,,,0.002624,41.0,2.0,97.606281
,,,0.001024,32.0,1.0,97.653248
,,,0.001312,41.0,1.0,98.167979
,,,0.001312,41.0,1.0,98.218189
,,,0.001312,41.0,1.0,98.265491
,,,0.001312,41.0,1.0,98.532795
,,,0.001856,58.0,1.0,99.023152
,,,0.001312,41.0,1.0,99.074329
,,,0.001024,32.0,1.0,99.121296
,,,0.001312,41.0,1.0,99.38747
,,,0.005248,41.0,4.0,99.447506
,,,0.001312,41.0,1.0,99.494818
,,,0.001312,41.0,1.0,99.542147
,,,0.001312,41.0,1.0,99.589436
,,,0.001312,41.0,1.0,100.127331
,,,0.00656,41.0,5.0,100.190358
,,,0.001024,32.0,1.0,100.366842
,,,0.001856,58.0,1.0,100.732503
,,,0.001856,58.0,1.0,100.783344
,,,0.001312,41.0,1.0,100.831531
,,,0.001024,32.0,1.0,102.471535
0.006784,,,,,,103.875205
,,,0.001696,53.0,1.0,104.087025
0.006784,,,,,,104.087025
,,,0.001024,32.0,1.0,104.201191
,,,0.001024,32.0,1.0,106.316029
,,,0.003936,41.0,3.0,109.312122
,,,0.001312,41.0,1.0,109.362324
,,,0.001024,32.0,1.0,109.409291
,,,0.001312,41.0,1.0,109.457508
,,,0.001312,41.0,1.0,110.552235
,,,0.001312,41.0,1.0,110.602436
,,,0.001024,32.0,1.0,110.649403
,,,0.001856,58.0,1.0,110.698262
,,,0.001696,53.0,1.0,110.745992
0.006784,,,,,,110.745992
,,,0.001312,41.0,1.0,110.793263
,,,0.001312,41.0,1.0,111.792086
,,,0.007872,41.0,6.0,111.857106
,,,0.001856,58.0,1.0,112.407434
,,,0.001024,32.0,1.0,112.45818
,,,0.002624,41.0,2.0,112.774708
,,,0.001024,32.0,1.0,114.514515
,,,0.001312,41.0,1.0,114.565285
,,,0.001856,58.0,1.0,115.255177
,,,0.001312,41.0,1.0,115.306232
,,,0.001312,41.0,1.0,115.994495
,,,0.002624,41.0,2.0,116.737293
,,,0.001024,32.0,1.0,116.787159
,,,0.001856,58.0,1.0,116.835896
,,,0.001312,41.0,1.0,116.883199
,,,0.001312,41.0,1.0,116.931385
,,,0.001312,41.0,1.0,117.352406
,,,0.001312,41.0,1.0,117.402608
,,,0.001312,41.0,1.0,117.450856
,,,0.001312,41.0,1.0,117.967243
,,,0.001312,41.0,1.0,118.582123
,,,0.001024,32.0,1.0,118.632008
,,,0.001312,41.0,1.0,118.680134
,,,0.001312,41.0,1.0,118.727436
,,,0.002624,41.0,2.0,119.32491
,,,0.001312,41.0,1.0,119.37511
,,,0.002624,41.0,2.0,119.425373
,,,0.001312,41.0,1.0,120.065021
,,,0.001312,41.0,1.0,120.115253
,,,0.001024,32.0,1.0,120.304554
,,,0.001856,58.0,1.0,120.355396
,,,0.001312,41.0,1.0,120.794724
,,,0.001856,58.0,1.0,120.84557
,,,0.001856,58.0,1.0,121.910085
,,,0.001312,41.0,1.0,121.96111
,,,0.001312,41.0,1.0,122.008411
,,,0.001024,32.0,1.0,122.274067
,,,0.001856,58.0,1.0,122.325765
,,,0.001312,41.0,1.0,122.373066
,0.0768,,,,,122.478244
,,,0.001312,41.0,1.0,122.76421
,,,0.001856,58.0,1.0,122.879597
,,,0.001312,41.0,1.0,123.493924
,,,0.001312,41.0,1.0,123.544171
,,,0.001312,41.0,1.0,124.108754
,,,0.001024,32.0,1.0,124.348301
,,,0.001312,41.0,1.0,124.838428
,,,0.001312,41.0,1.0,125.828266
,,,0.001312,41.0,1.0,125.878467
,,,0.001312,41.0,1.0,125.926778
,,,0.003392,53.0,2.0,125.977833
0.006784,,,,,,125.977833
,,,0.001024,32.0,1.0,126.192799
,,,0.001696,53.0,1.0,127.683309
0.006784,,,,,,127.683309
,,,0.001312,41.0,1.0,127.73354
,,,0.001312,41.0,1.0,127.780843
,,,0.001312,41.0,1.0,128.047781
,,,0.001312,41.0,1.0,128.098023
,,,0.001024,32.0,1.0,128.287356
,,,0.001312,41.0,1.0,128.652455
,,,0.002624,41.0,2.0,129.270253
,,,0.001312,41.0,1.0,129.760382
,,,0.001312,41.0,1.0,129.811574
,,,0.001856,58.0,1.0,130.250721
,,,0.001024,32.0,1.0,130.301502
,,,0.001312,41.0,1.0,130.86504
,,,0.001856,58.0,1.0,130.915898
,,,0.001312,41.0,1.0,132.479878
,,,0.001856,58.0,1.0,132.53072
,,,0.002048,32.0,2.0,132.581226
,,,0.001312,41.0,1.0,132.969716
,,,0.001312,41.0,1.0,133.209554
,,,0.001024,32.0,1.0,134.199147
,,,0.001856,58.0,1.0,134.939792
,,,0.001312,41.0,1.0,135.304096
,,,0.001312,41.0,1.0,135.354314
,,,0.001856,58.0,1.0,135.794452
,,,0.001312,41.0,1.0,135.844685
,,,0.001312,41.0,1.0,136.533772
,,,0.001312,41.0,1.0,136.5849
,,,0.001024,32.0,1.0,136.631887
,,,0.001312,41.0,1.0,136.679981
,,,0.001312,41.0,1.0,137.148609
,,,0.001312,41.0,1.0,137.263448
,,,0.001312,41.0,1.0,137.503301
,,,0.001024,32.0,1.0,138.242817
,,,0.001312,41.0,1.0,138.357961
,,,0.001312,41.0,1.0,139.347829
,,,0.001312,41.0,1.0,139.398029
,,,0.001312,41.0,1.0,139.712674
,,,0.001856,58.0,1.0,141.078022
,,,0.001024,32.0,1.0,141.127918
,,,0.001856,58.0,1.0,141.176351
,,,0.001312,41.0,1.0,142.567342
,,,0.001856,58.0,1.0,142.618154
,,,0.001024,32.0,1.0,142.665135
,,,0.001312,41.0,1.0,142.712422
,,,0.001856,58.0,1.0,143.682759
,,,0.001312,41.0,1.0,143.73296
,,,0.001312,41.0,1.0,143.780263
,,,0.001856,58.0,1.0,144.172596
,,,0.001312,41.0,1.0,144.222829
,,,0.001312,41.0,1.0,144.2701
,,,0.001024,32.0,1.0,144.318044
,,,0.001312,41.0,1.0,145.036912
,,,0.001312,41.0,1.0,145.088062
,,,0.001312,41.0,1.0,145.526739
,,,0.001312,41.0,1.0,145.891561
,,,0.001312,41.0,1.0,145.942647
,,,0.001024,32.0,1.0,146.256123
,,,0.001312,41.0,1.0,146.371265
,,,0.001312,41.0,1.0,147.111115
,,,0.001312,41.0,1.0,147.350953
,,,0.001312,41.0,1.0,147.401189
,,,0.001024,32.0,1.0,148.840489
,,,0.001312,41.0,1.0,149.830617
,,,0.001312,41.0,1.0,149.880848
,,,0.001312,41.0,1.0,149.929035
,,,0.001312,41.0,1.0,149.976355
,,,0.001856,58.0,1.0,150.195973
,,,0.001024,32.0,1.0,150.245838
,,,0.001312,41.0,1.0,150.810291
,,,0.003712,58.0,2.0,150.864583
,,,0.001312,41.0,1.0,151.550129
,,,0.001856,58.0,1.0,151.600972
,,,0.001312,41.0,1.0,151.648274
,,,0.001312,41.0,1.0,152.414996
,,,0.001856,58.0,1.0,152.46581
,,,0.001856,58.0,1.0,152.513691
,,,0.001024,32.0,1.0,152.561483
,,,0.002624,41.0,2.0,152.610737
,,,0.001312,41.0,1.0,153.279805
,,,0.002624,41.0,2.0,153.333821
,,,0.003936,41.0,3.0,153.775563
,,,0.001024,32.0,1.0,154.26537
,,,0.001312,41.0,1.0,155.255523
,,,0.001312,41.0,1.0,155.30666
,,,0.001024,32.0,1.0,156.245045
,,,0.001312,41.0,1.0,157.485188
,,,0.001024,32.0,1.0,158.34972
,,,0.001312,41.0,1.0,158.399921
,,,0.001312,41.0,1.0,158.839893
,,,0.001312,41.0,1.0,158.890106
,,,0.001312,41.0,1.0,159.454732
,,,0.001312,41.0,1.0,159.504933
,,,0.001024,32.0,1.0,160.194275
,,,0.001856,58.0,1.0,160.245106
,,,0.001312,41.0,1.0,181.684406
,,,0.001856,58.0,1.0,181.735218
,,,0.001312,41.0,1.0,182.174245
,,,0.001024,32.0,1.0,182.22411
,,,0.001312,41.0,1.0,182.664093
,,,0.001312,41.0,1.0,182.714314
,,,0.001856,58.0,1.0,182.762226
,,,0.001312,41.0,1.0,183.27892
,,,0.002624,41.0,2.0,183.771717
,,,0.001024,32.0,1.0,183.822468
