dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.486231
0.006784,,,,,,9.823879
,,,0.003392,53.0,2.0,9.865035
0.006784,,,,,,9.865035
,,,0.007424,58.0,4.0,10.740751
,0.0768,,,,,10.903647
,,,0.004096,32.0,4.0,12.613018
,,,0.00512,32.0,5.0,14.738772
,,,0.007424,58.0,4.0,16.365158
,,,0.004096,32.0,4.0,16.61241
,,,0.006784,53.0,4.0,17.238173
0.006784,,,,,,17.238173
,0.0768,,,,,18.301945
0.006784,,,,,,18.563811
,,,0.003072,32.0,3.0,20.982938
,,,0.001696,53.0,1.0,21.033585
0.006784,,,,,,21.033585
,,,0.001024,32.0,1.0,21.08055
,,,0.001856,58.0,1.0,21.129288
,,,0.00928,58.0,5.0,21.487776
,,,0.006784,53.0,4.0,21.862715
0.006784,,,,,,21.862715
,,,0.00512,32.0,5.0,22.612776
,,,0.00512,32.0,5.0,24.613509
,,,0.004096,32.0,4.0,26.611586
,,,0.00512,32.0,5.0,28.612331
0.006784,,,,,,28.66142
,,,0.006784,53.0,4.0,28.738109
0.006784,,,,,,28.738109
,0.0768,,,,,29.215994
,,,0.00512,32.0,5.0,30.98817
,,,0.001856,58.0,1.0,31.038985
,,,0.007424,58.0,4.0,31.239547
,,,0.004096,32.0,4.0,32.6118
,,,0.00512,32.0,5.0,34.612561
,,,0.006784,53.0,4.0,34.988326
0.006784,,,,,,34.988326
,,,0.001024,32.0,1.0,38.352738
,,,0.00928,58.0,5.0,48.238911
,,,0.001312,41.0,1.0,48.286209
,,,0.001024,32.0,1.0,48.333176
,,,0.005248,41.0,4.0,49.112402
,,,0.001024,32.0,1.0,49.162324
,,,0.00512,32.0,5.0,49.737838
,,,0.001312,41.0,1.0,49.788042
,,,0.005248,41.0,4.0,50.112134
,,,0.00512,32.0,5.0,50.61256
,,,0.007424,58.0,4.0,52.863937
,,,0.001312,41.0,1.0,52.914156
,,,0.007424,58.0,4.0,53.364516
,,,0.001312,41.0,1.0,53.414718
,0.0768,,,,,53.518509
,,,0.004096,32.0,4.0,53.986739
,,,0.005248,41.0,4.0,54.236037
,,,0.006144,32.0,6.0,54.73915
,,,0.005248,41.0,4.0,56.488449
,,,0.00512,32.0,5.0,56.988876
,,,0.006784,53.0,4.0,57.36464
0.006784,,,,,,57.36464
,,,0.005248,41.0,4.0,58.738265
,,,0.00512,32.0,5.0,59.238723
,,,0.005248,41.0,4.0,60.363018
,,,0.004096,32.0,4.0,60.985762
,,,0.00928,58.0,5.0,61.865676
,,,0.001856,58.0,1.0,61.916488
,,,0.004096,32.0,4.0,62.612898
,,,0.00512,32.0,5.0,64.613662
0.006784,,,,,,66.363802
,,,0.006784,53.0,4.0,66.739425
0.006784,,,,,,66.739425
,,,0.001024,32.0,1.0,66.789321
,,,0.004096,32.0,4.0,69.236847
,,,0.005248,41.0,4.0,70.111152
,,,0.001312,41.0,1.0,70.161359
,,,0.00512,32.0,5.0,70.611586
,,,0.007424,58.0,4.0,71.112987
,,,0.001312,41.0,1.0,71.163192
,,,0.007424,58.0,4.0,71.613509
,,,0.005248,41.0,4.0,72.362013
,,,0.00512,32.0,5.0,72.61241
,,,0.00656,41.0,5.0,74.614669
,,,0.001024,32.0,1.0,74.664572
,,,0.005248,41.0,4.0,76.363662
,,,0.00512,32.0,5.0,76.614089
,,,0.005248,41.0,4.0,78.363387
,,,0.00512,32.0,5.0,78.613845
,,,0.005248,41.0,4.0,80.738169
,,,0.001024,32.0,1.0,80.788042
,,,0.007424,58.0,4.0,81.239242
,,,0.007424,58.0,4.0,81.614822
,,,0.00656,41.0,5.0,82.366256
,,,0.004096,32.0,4.0,82.614059
,,,0.005248,41.0,4.0,84.363357
,,,0.00512,32.0,5.0,84.613784
,,,0.005248,41.0,4.0,86.488108
,,,0.00512,32.0,5.0,86.988509
,,,0.005248,41.0,4.0,88.237837
,,,0.00656,41.0,5.0,91.73976
,,,0.001856,58.0,1.0,91.790572
,,,0.003072,32.0,3.0,92.109902
,,,0.001856,58.0,1.0,92.16072
0.006784,,,,,,102.49136
,,,0.006144,32.0,6.0,103.112331
,,,0.007424,58.0,4.0,103.613723
,,,0.001024,32.0,1.0,103.663598
,,,0.032768,32.0,32.0,104.759737
,,,0.00512,32.0,5.0,104.863632
,,,0.006784,53.0,4.0,105.239394
0.006784,,,,,,105.239394
,0.0768,,,,,106.07519
0.006784,,,,,,107.589514
,0.0768,,,,,110.88568
,,,0.005248,41.0,4.0,113.758895
,,,0.001312,41.0,1.0,113.809189
,,,0.007424,58.0,4.0,114.384964
,,,0.00656,41.0,5.0,114.886397
,,,0.005248,41.0,4.0,116.135402
,,,0.00512,32.0,5.0,117.010819
,,,0.001312,41.0,1.0,117.06108
,,,0.006784,53.0,4.0,117.386581
0.006784,,,,,,117.386581
,,,0.001024,32.0,1.0,117.436538
,,,0.004096,32.0,4.0,119.508986
,,,0.00512,32.0,5.0,121.009731
,,,0.007424,58.0,4.0,121.761123
,,,0.00512,32.0,5.0,122.261001
,,,0.005248,41.0,4.0,122.635299
,,,0.00512,32.0,5.0,123.135727
,,,0.005248,41.0,4.0,124.760024
0.006784,,,,,,128.567141
,,,0.005248,41.0,4.0,129.113048
,,,0.007424,58.0,4.0,129.386214
,,,0.001312,41.0,1.0,129.436497
,,,0.00512,32.0,5.0,129.886123
,,,0.00656,41.0,5.0,130.364975
,,,0.004096,32.0,4.0,130.612747
,,,0.001856,58.0,1.0,130.663559
,,,0.004096,32.0,4.0,130.759201
,,,0.001024,32.0,1.0,130.809127
,,,0.007424,58.0,4.0,131.364189
,,,0.006784,53.0,4.0,131.634994
0.006784,,,,,,131.634994
,,,0.00656,41.0,5.0,132.364577
,0.0768,,,,,132.415306
,,,0.003072,32.0,3.0,132.859695
0.006784,,,,,,134.058263
,,,0.00848,53.0,5.0,134.738814
0.006784,,,,,,134.738814
,,,0.001312,41.0,1.0,134.789016
,,,0.001024,32.0,1.0,134.835983
,,,0.005248,41.0,4.0,136.612469
,,,0.001696,53.0,1.0,136.6631
0.006784,,,,,,136.6631
,,,0.001024,32.0,1.0,136.710067
,,,0.00656,41.0,5.0,138.239395
,,,0.004096,32.0,4.0,138.612195
,,,0.00656,41.0,5.0,140.364424
,,,0.004096,32.0,4.0,140.612197
,0.0768,,,,,140.740264
,,,0.007424,58.0,4.0,141.113601
,,,0.007424,58.0,4.0,141.739186
,,,0.00512,32.0,5.0,142.61409
,,,0.004096,32.0,4.0,144.612195
,,,0.00512,32.0,5.0,146.612898
,,,0.00512,32.0,5.0,148.613663
,0.0768,,,,,149.240266
,,,0.004096,32.0,4.0,150.611741
,,,0.001856,58.0,1.0,150.662551
,,,0.005248,41.0,4.0,151.861036
,,,0.00848,53.0,5.0,152.364852
0.006784,,,,,,152.364852
,,,0.001312,41.0,1.0,152.415053
,,,0.001312,41.0,1.0,152.462356
,,,0.004096,32.0,4.0,153.362263
,,,0.007424,58.0,4.0,153.863663
,,,0.005248,41.0,4.0,154.237134
,,,0.00512,32.0,5.0,154.73756
,,,0.001696,53.0,1.0,154.788193
0.006784,,,,,,154.788193
,,,0.001312,41.0,1.0,154.835473
,,,0.00656,41.0,5.0,156.364791
,,,0.004096,32.0,4.0,156.612591
,,,0.00656,41.0,5.0,158.364821
,,,0.004096,32.0,4.0,159.362622
,,,0.005248,41.0,4.0,160.236861
,,,0.007424,58.0,4.0,160.612939
,,,0.002048,32.0,2.0,160.665481
,,,0.007424,58.0,4.0,161.738495
,,,0.005248,41.0,4.0,162.361964
,,,0.00512,32.0,5.0,162.862402
,,,0.00656,41.0,5.0,164.23964
,,,0.004096,32.0,4.0,164.61241
,,,0.00656,41.0,5.0,166.364669
,,,0.004096,32.0,4.0,166.612441
,,,0.00656,41.0,5.0,168.3647
,,,0.004096,32.0,4.0,168.612499
,,,0.00656,41.0,5.0,170.364744
,,,0.004096,32.0,4.0,170.987541
,,,0.001856,58.0,1.0,171.038376
,,,0.007424,58.0,4.0,171.238909
,,,0.005248,41.0,4.0,172.362349
,,,0.00512,32.0,5.0,172.612777
,,,0.005248,41.0,4.0,175.237124
,,,0.001024,32.0,1.0,175.287033
,,,0.00512,32.0,5.0,176.612541
,0.0768,,,,,179.301938
,,,0.007424,58.0,4.0,184.238911
,,,0.005248,41.0,4.0,185.237349
,,,0.00656,41.0,5.0,185.864303
,,,0.007424,58.0,4.0,186.365388
,,,0.001024,32.0,1.0,186.415298
