dao_tx,dio_tx,dis_tx,mac_tx,size,strobes,time
,,0.058656,,,,1.967203
,,,0.016704,58.0,9.0,11.569778
0.006784,,,,,,12.41457
,,,0.00848,53.0,5.0,12.57306
0.006784,,,,,,12.57306
,0.0768,,,,,13.728552
,,,0.007424,58.0,4.0,21.198745
,0.0768,,,,,21.548743
0.006784,,,,,,22.492573
,,,0.006784,53.0,4.0,22.698684
0.006784,,,,,,22.698684
,,,0.005568,58.0,3.0,31.195908
,0.0768,,,,,31.556549
0.006784,,,,,,32.351951
,,,0.006784,53.0,4.0,32.445846
0.006784,,,,,,32.445846
,,,0.007424,58.0,4.0,41.071579
,,,0.007424,58.0,4.0,52.947158
,,,0.001024,32.0,1.0,52.997878
,,,0.00512,32.0,5.0,54.072076
,,,0.004096,32.0,4.0,56.195144
,,,0.00512,32.0,5.0,58.070877
0.006784,,,,,,58.633324
,,,0.006784,53.0,4.0,59.07164
0.006784,,,,,,59.07164
,,,0.00512,32.0,5.0,60.071701
,,,0.007424,58.0,4.0,62.698122
,,,0.004096,32.0,4.0,63.195359
,,,0.00512,32.0,5.0,64.071106
,,,0.00512,32.0,5.0,66.071824
,0.0768,,,,,67.971452
,,,0.004096,32.0,4.0,68.444901
,,,0.00512,32.0,5.0,70.070632
,,,0.005568,58.0,3.0,71.443558
,,,0.006144,32.0,6.0,72.196121
,,,0.00512,32.0,5.0,74.071853
,,,0.004096,32.0,4.0,76.06993
,,,0.00512,32.0,5.0,78.320663
0.006784,,,,,,82.430073
,,,0.007424,58.0,4.0,83.572097
,,,0.001024,32.0,1.0,83.622878
,,,0.006784,53.0,4.0,84.197037
0.006784,,,,,,84.197037
,,,0.004096,32.0,4.0,84.255722
,,,0.00512,32.0,5.0,86.072098
,,,0.004096,32.0,4.0,88.070175
,,,0.00512,32.0,5.0,90.070907
,,,0.007424,58.0,4.0,91.197311
,,,0.00512,32.0,5.0,92.072189
,,,0.004096,32.0,4.0,94.070273
,,,0.00512,32.0,5.0,96.070998
0.006784,,,,,,97.617547
,,,0.006784,53.0,4.0,97.821762
0.006784,,,,,,97.821762
,,,0.00512,32.0,5.0,98.071824
,,,0.004096,32.0,4.0,100.069901
,,,0.007424,58.0,4.0,101.571334
,,,0.00512,32.0,5.0,102.071243
,,,0.00512,32.0,5.0,104.071976
,,,0.004096,32.0,4.0,106.070052
,,,0.00512,32.0,5.0,108.070785
,,,0.007424,58.0,4.0,112.572219
,,,0.001024,32.0,1.0,112.623017
,,,0.00512,32.0,5.0,114.072098
,,,0.004096,32.0,4.0,116.195175
,,,0.00512,32.0,5.0,118.070907
,,,0.004096,32.0,4.0,120.069021
,,,0.00928,58.0,5.0,121.323867
,,,0.004096,32.0,4.0,122.071121
,,,0.00512,32.0,5.0,124.071853
,,,0.004096,32.0,4.0,126.069931
,,,0.00512,32.0,5.0,128.445664
0.006784,,,,,,129.125386
,,,0.006784,53.0,4.0,129.196426
0.006784,,,,,,129.196426
,,,0.007424,58.0,4.0,132.947158
,,,0.001024,32.0,1.0,132.997879
,,,0.00512,32.0,5.0,134.072036
,0.0768,,,,,135.306556
,,,0.004096,32.0,4.0,136.195131
,,,0.00512,32.0,5.0,138.070846
,,,0.004096,32.0,4.0,140.068924
,,,0.00928,58.0,5.0,141.323838
,,,0.004096,32.0,4.0,142.071106
,,,0.00512,32.0,5.0,144.071824
,,,0.004096,32.0,4.0,146.3199
,,,0.00512,32.0,5.0,148.570633
,,,0.007424,58.0,4.0,152.197078
,,,0.001024,32.0,1.0,152.247878
,,,0.00512,32.0,5.0,154.071975
,,,0.004096,32.0,4.0,156.070053
,,,0.00512,32.0,5.0,158.445785
,,,0.007424,58.0,4.0,162.197159
,,,0.001024,32.0,1.0,162.247878
,,,0.00512,32.0,5.0,164.322075
,,,0.004096,32.0,4.0,166.195145
,,,0.00512,32.0,5.0,168.570877
,,,0.004096,32.0,4.0,170.068955
,,,0.00928,58.0,5.0,171.073806
,,,0.004096,32.0,4.0,172.07106
,,,0.00512,32.0,5.0,174.071798
,,,0.004096,32.0,4.0,176.31987
,,,0.00512,32.0,5.0,178.070602
,,,0.007424,58.0,4.0,182.447037
,,,0.001024,32.0,1.0,182.497757
,,,0.00512,32.0,5.0,184.446945
,,,0.004096,32.0,4.0,186.070023
,,,0.00512,32.0,5.0,188.445754
0.006784,,,,,,192.27382
,,,0.007424,58.0,4.0,193.072159
,,,0.001024,32.0,1.0,193.122879
,,,0.001696,53.0,1.0,193.170609
0.006784,,,,,,193.170609
,,,0.00512,32.0,5.0,194.322075
,,,0.00512,32.0,5.0,196.197807
,,,0.004096,32.0,4.0,198.070877
