bin_start,strobes
0.0,8.142857142857142
25.0,3.769230769230769
50.0,3.5454545454545454
75.0,2.4166666666666665
100.0,2.8
125.0,2.6666666666666665
150.0,3.727272727272727
175.0,3.3333333333333335
