depth,avg,std
1,1.027027027027027,0.16216216216216212
2,3.675324675324675,4.110302413879909
3,3.891891891891892,1.5731494282005671
4,3.7777777777777777,1.3356461422412558
5,4.4,0.6173949065130319
6,6.0,6.900554112448038
