bin_start,total,udp,rpl,forwarding
0.0,0.303872,0.006144,0.297728,0.006144
25.0,0.24784,0.135264,0.112576,0.098304
50.0,0.31136,0.174464,0.136896,0.139264
75.0,0.159104,0.15424,0.004864,0.13312
100.0,0.355392,0.250112,0.10528,0.2064
125.0,0.281568,0.137568,,0.114688
150.0,0.237376,0.213056,0.02432,0.188416
175.0,0.307232,0.209248,0.097984,0.186368
